,Num,Predicted Val,Actual Val,Bias
Data153,153.0,19.048,19.4,0.352
Data154,154.0,19.526,17.0,2.526
Data155,155.0,20.29,15.6,4.69
Data156,156.0,17.391,13.1,4.291
Data157,157.0,26.274,41.3,15.026
Data158,158.0,23.062,24.3,1.238
Data159,159.0,22.743,23.3,0.557
Data160,160.0,26.61,27.0,0.39
Data161,161.0,30.268,50.0,19.732
Data162,162.0,38.501,50.0,11.499
Data163,163.0,41.077,50.0,8.923
Data164,164.0,22.506,22.7,0.194
Data165,165.0,22.506,25.0,2.494
Data166,166.0,34.953,50.0,15.047
Data167,167.0,22.506,23.8,1.294
Data168,168.0,23.062,23.8,0.738
Data169,169.0,23.062,22.3,0.762
Data170,170.0,19.98,17.4,2.58
Data171,171.0,22.506,19.1,3.406
Data172,172.0,20.65,23.1,2.45
Data173,173.0,24.207,23.6,0.607
Data174,174.0,22.188,22.6,0.412
Data175,175.0,27.883,29.4,1.517
Data176,176.0,22.188,23.2,1.012
Data177,177.0,23.209,24.6,1.391
Data178,178.0,29.399,29.9,0.501
Data179,179.0,31.416,37.2,5.784
Data180,180.0,38.975,39.8,0.825
Data181,181.0,22.744,36.2,13.456
Data182,182.0,31.878,37.9,6.022
Data183,183.0,28.937,32.5,3.563
Data184,184.0,20.65,26.4,5.75
Data185,185.0,21.187,29.6,8.413
Data186,186.0,42.013,50.0,7.987
Data187,187.0,29.399,32.0,2.601
Data188,188.0,26.747,29.8,3.053
Data189,189.0,31.878,34.9,3.022
Data190,190.0,29.399,37.0,7.601
Data191,191.0,27.883,30.5,2.617
Data192,192.0,31.878,36.4,4.522
Data193,193.0,29.399,31.1,1.701
Data194,194.0,29.399,29.1,0.299
Data195,195.0,42.013,50.0,7.987
Data196,196.0,31.878,33.3,1.422
Data197,197.0,33.292,30.3,2.992
Data198,198.0,35.771,34.6,1.171
Data199,199.0,29.399,34.9,5.501
Data200,200.0,29.399,32.9,3.501
Data201,201.0,23.209,24.1,0.891
Data202,202.0,40.25,42.3,2.05
Data203,203.0,42.013,48.5,6.487
Data204,204.0,42.013,50.0,7.987
Data205,205.0,22.041,22.6,0.559
Data206,206.0,22.597,24.4,1.803
Data207,207.0,18.829,22.5,3.671
Data208,208.0,22.041,24.4,2.359
Data209,209.0,19.919,20.0,0.081
Data210,210.0,19.919,21.7,1.781
Data211,211.0,19.919,19.3,0.619
Data212,212.0,21.505,22.4,0.895
Data213,213.0,22.597,28.1,5.503
Data214,214.0,17.819,23.7,5.881
Data215,215.0,22.597,25.0,2.403
Data216,216.0,22.041,23.3,1.259
Data217,217.0,23.734,28.7,4.966
Data218,218.0,21.505,21.5,0.005
Data219,219.0,22.597,23.0,0.403
Data220,220.0,27.419,26.7,0.719
Data221,221.0,20.066,21.7,1.634
Data222,222.0,27.419,27.5,0.081
Data223,223.0,26.282,30.1,3.818
Data224,224.0,42.013,44.8,2.787
Data225,225.0,42.013,50.0,7.987
Data226,226.0,42.013,37.6,4.413
Data227,227.0,28.937,31.6,2.663
Data228,228.0,39.437,46.7,7.263
Data229,229.0,26.747,31.5,4.753
Data230,230.0,22.188,24.3,2.112
Data231,231.0,35.737,31.7,4.037
Data232,232.0,42.013,41.7,0.313
Data233,233.0,42.013,48.3,6.287
Data234,234.0,27.419,29.0,1.581
Data235,235.0,22.188,24.0,1.812
Data236,236.0,24.207,25.1,0.893
Data237,237.0,37.534,31.5,6.034
Data238,238.0,25.137,23.7,1.437
Data239,239.0,26.274,23.3,2.974
Data240,240.0,23.734,22.0,1.734
Data241,241.0,21.04,20.1,0.94
Data242,242.0,22.597,22.2,0.397
Data243,243.0,25.137,23.7,1.437
Data244,244.0,20.503,17.6,2.903
Data245,245.0,18.829,18.5,0.329
Data246,246.0,22.597,24.3,1.703
Data247,247.0,22.597,20.5,2.097
Data248,248.0,22.597,24.5,1.903
Data249,249.0,27.327,26.2,1.127
Data250,250.0,24.672,24.4,0.272
Data251,251.0,26.191,24.8,1.391
Data252,252.0,27.327,29.6,2.273
Data253,253.0,34.491,42.8,8.309
Data254,254.0,23.062,21.9,1.162
Data255,255.0,22.506,20.9,1.606
Data256,256.0,37.235,44.0,6.765
Data257,257.0,42.013,50.0,7.987
Data258,258.0,36.129,36.0,0.129
Data259,259.0,29.399,30.1,0.701
Data260,260.0,36.129,33.8,2.329
Data261,261.0,40.467,43.1,2.633
Data262,262.0,42.013,48.8,6.787
Data263,263.0,36.129,31.0,5.129
Data264,264.0,36.129,36.5,0.371
Data265,265.0,22.653,22.8,0.147
Data266,266.0,31.039,30.7,0.339
Data267,267.0,42.013,50.0,7.987
Data268,268.0,38.347,43.5,5.153
Data269,269.0,22.041,20.7,1.341
Data270,270.0,21.04,21.1,0.06
Data271,271.0,22.597,25.2,2.603
Data272,272.0,23.734,24.4,0.666
Data273,273.0,38.039,35.2,2.839
Data274,274.0,29.399,32.4,3.001
Data275,275.0,29.399,32.0,2.601
Data276,276.0,37.072,33.2,3.872
Data277,277.0,31.337,33.1,1.763
Data278,278.0,25.344,29.1,3.756
Data279,279.0,29.399,35.1,5.701
Data280,280.0,42.013,45.4,3.387
Data281,281.0,31.878,35.4,3.522
Data282,282.0,42.013,46.0,3.987
Data283,283.0,42.013,50.0,7.987
Data284,284.0,32.844,32.2,0.644
Data285,285.0,27.324,22.0,5.324
Data286,286.0,21.04,20.1,0.94
Data287,287.0,23.062,23.2,0.138
Data288,288.0,23.062,22.3,0.762
Data289,289.0,22.597,24.8,2.203
Data290,290.0,28.937,28.5,0.437
Data291,291.0,31.416,37.3,5.884
Data292,292.0,28.937,27.9,1.037
Data293,293.0,23.062,23.9,0.838
Data294,294.0,22.506,21.7,0.806
Data295,295.0,27.789,28.6,0.811
Data296,296.0,27.789,27.1,0.689
Data297,297.0,20.503,20.3,0.203
Data298,298.0,26.653,22.5,4.153
Data299,299.0,27.789,29.0,1.211
Data300,300.0,27.789,24.8,2.989
Data301,301.0,24.578,22.0,2.578
Data302,302.0,23.062,26.4,3.338
Data303,303.0,27.789,33.1,5.311
Data304,304.0,35.31,36.1,0.79
Data305,305.0,25.725,28.4,2.675
Data306,306.0,33.513,33.4,0.113
Data307,307.0,28.937,28.2,0.737
Data308,308.0,25.809,22.8,3.009
Data309,309.0,22.041,20.3,1.741
Data310,310.0,19.607,16.1,3.507
Data311,311.0,22.597,22.1,0.497
Data312,312.0,22.041,19.4,2.641
Data313,313.0,22.597,21.6,0.997
Data314,314.0,23.734,23.8,0.066
Data315,315.0,22.041,16.2,5.841
Data316,316.0,18.829,17.8,1.029
Data317,317.0,20.503,19.8,0.703
Data318,318.0,22.597,23.1,0.503
Data319,319.0,21.04,21.0,0.04
Data320,320.0,22.597,23.8,1.203
Data321,321.0,22.597,23.1,0.503
Data322,322.0,22.597,20.4,2.197
Data323,323.0,22.041,18.5,3.541
Data324,324.0,24.672,25.0,0.328
Data325,325.0,24.672,24.6,0.072
Data326,326.0,22.597,23.0,0.403
Data327,327.0,21.04,22.2,1.16
Data328,328.0,22.188,19.3,2.888
Data329,329.0,26.187,22.6,3.587
Data330,330.0,22.744,19.8,2.944
Data331,331.0,21.04,17.1,3.94
Data332,332.0,24.578,19.4,5.178
Data333,333.0,22.597,22.2,0.397
Data334,334.0,22.597,20.7,1.897
Data335,335.0,22.597,21.1,1.497
Data336,336.0,22.188,19.5,2.688
Data337,337.0,22.188,18.5,3.688
Data338,338.0,22.744,20.6,2.144
Data339,339.0,22.188,19.0,3.188
Data340,340.0,22.188,18.7,3.488
Data341,341.0,34.454,32.7,1.754
Data342,342.0,27.324,16.5,10.824
Data343,343.0,27.8,23.9,3.9
Data344,344.0,29.399,31.2,1.801
Data345,345.0,22.041,17.5,4.541
Data346,346.0,21.04,17.2,3.84
Data347,347.0,26.191,23.1,3.091
Data348,348.0,26.653,24.5,2.153
Data349,349.0,29.806,26.6,3.206
Data350,350.0,27.327,22.9,4.427
Data351,351.0,26.191,24.1,2.091
Data352,352.0,22.041,18.6,3.441
Data353,353.0,26.653,30.1,3.447
Data354,354.0,21.271,18.2,3.071
Data355,355.0,21.827,20.6,1.227
Data356,356.0,17.907,17.8,0.107
Data357,357.0,19.0,21.7,2.7
Data358,358.0,19.0,22.7,3.7
Data359,359.0,17.103,22.6,5.497
Data360,360.0,21.142,25.0,3.858
Data361,361.0,17.103,19.9,2.797
Data362,362.0,20.049,20.8,0.751
Data363,363.0,18.464,16.8,1.664
Data364,364.0,30.137,21.9,8.237
Data365,365.0,20.049,27.5,7.451
Data366,366.0,16.567,21.9,5.333
Data367,367.0,18.022,23.1,5.078
Data368,368.0,22.041,50.0,27.959
Data369,369.0,28.22,50.0,21.78
Data370,370.0,28.22,50.0,21.78
Data371,371.0,22.597,50.0,27.403
Data372,372.0,22.041,50.0,27.959
Data373,373.0,14.711,13.8,0.911
Data374,374.0,14.711,13.8,0.911
Data375,375.0,22.385,15.0,7.385
Data376,376.0,15.194,13.9,1.294
Data377,377.0,15.648,13.3,2.348
Data378,378.0,14.711,13.1,1.611
Data379,379.0,15.194,10.2,4.994
Data380,380.0,18.194,10.4,7.794
Data381,381.0,15.648,10.9,4.748
Data382,382.0,13.739,11.3,2.439
Data383,383.0,13.739,12.3,1.439
Data384,384.0,13.256,8.8,4.456
Data385,385.0,13.256,7.2,6.056
Data386,386.0,13.256,10.5,2.756
Data387,387.0,13.256,7.4,5.856
Data388,388.0,13.256,10.2,3.056
Data389,389.0,13.739,11.5,2.239
Data390,390.0,14.749,15.1,0.351
Data391,391.0,14.749,23.2,8.451
Data392,392.0,13.739,9.7,4.039
Data393,393.0,16.01,13.8,2.21
Data394,394.0,16.567,12.7,3.867
Data395,395.0,14.192,13.1,1.092
Data396,396.0,15.286,12.5,2.786
Data397,397.0,14.749,8.5,6.249
Data398,398.0,12.367,5.0,7.367
Data399,399.0,14.749,6.3,8.449
Data400,400.0,13.256,5.6,7.656
Data401,401.0,13.739,7.2,6.539
Data402,402.0,13.739,12.1,1.639
Data403,403.0,13.739,8.3,5.439
Data404,404.0,13.256,8.5,4.756
Data405,405.0,12.367,5.0,7.367
Data406,406.0,14.711,11.9,2.811
Data407,407.0,19.919,27.9,7.981
Data408,408.0,15.194,17.2,2.006
Data409,409.0,15.648,27.5,11.852
Data410,410.0,20.948,15.0,5.948
Data411,411.0,15.648,17.2,1.552
Data412,412.0,14.711,17.9,3.189
Data413,413.0,15.194,16.3,1.106
Data414,414.0,11.606,7.0,4.606
Data415,415.0,12.495,7.2,5.295
Data416,416.0,12.978,7.5,5.478
Data417,417.0,12.495,10.4,2.095
Data418,418.0,12.495,8.8,3.695
Data419,419.0,13.432,8.4,5.032
Data420,420.0,16.01,16.7,0.69
Data421,421.0,17.103,14.2,2.903
Data422,422.0,18.022,20.8,2.778
Data423,423.0,16.205,13.4,2.805
Data424,424.0,16.205,11.7,4.505
Data425,425.0,12.978,8.3,4.678
Data426,426.0,18.022,10.2,7.822
Data427,427.0,15.249,10.9,4.349
Data428,428.0,13.989,11.0,2.989
Data429,429.0,12.978,9.5,3.478
Data430,430.0,15.648,14.5,1.148
Data431,431.0,15.648,14.1,1.548
Data432,432.0,21.012,16.1,4.912
Data433,433.0,16.343,14.3,2.043
Data434,434.0,15.249,11.7,3.549
Data435,435.0,12.978,13.4,0.422
Data436,436.0,13.432,9.6,3.832
Data437,437.0,12.495,8.7,3.795
Data438,438.0,12.978,8.4,4.578
Data439,439.0,13.739,12.8,0.939
Data440,440.0,13.739,10.5,3.239
Data441,441.0,14.192,17.1,2.908
Data442,442.0,17.103,18.4,1.297
Data443,443.0,14.192,15.4,1.208
Data444,444.0,13.739,10.8,2.939
Data445,445.0,12.978,11.8,1.178
Data446,446.0,15.286,14.9,0.386
Data447,447.0,16.01,12.6,3.41
Data448,448.0,14.749,14.1,0.649
Data449,449.0,15.286,13.0,2.286
Data450,450.0,14.525,13.4,1.125
Data451,451.0,15.286,15.2,0.086
Data452,452.0,15.286,16.1,0.814
Data453,453.0,18.77,17.8,0.97
Data454,454.0,13.432,14.9,1.468
Data455,455.0,14.525,14.1,0.425
Data456,456.0,13.989,12.7,1.289
Data457,457.0,15.806,13.5,2.306
Data458,458.0,17.103,14.9,2.203
Data459,459.0,17.103,20.0,2.897
Data460,460.0,17.103,16.4,0.703
Data461,461.0,17.103,17.7,0.597
Data462,462.0,17.103,19.5,2.397
Data463,463.0,21.142,20.2,0.942
Data464,464.0,19.374,21.4,2.026
Data465,465.0,18.837,19.9,1.063
Data466,466.0,16.205,19.0,2.795
Data467,467.0,16.205,19.1,2.895
Data468,468.0,16.205,19.1,2.895
Data469,469.0,18.837,20.1,1.263
Data470,470.0,18.559,19.9,1.341
Data471,471.0,18.559,19.6,1.041
Data472,472.0,18.559,23.2,4.641
Data473,473.0,23.087,29.8,6.713
Data474,474.0,16.205,13.8,2.405
Data475,475.0,15.194,13.3,1.894
Data476,476.0,16.741,16.7,0.041
Data477,477.0,15.194,12.0,3.194
Data478,478.0,16.205,14.6,1.605
Data479,479.0,17.465,21.4,3.935
Data480,480.0,22.597,23.0,0.403
Data481,481.0,24.672,23.7,0.972
Data482,482.0,24.672,25.0,0.328
Data483,483.0,22.041,21.8,0.241
Data484,484.0,19.374,20.6,1.226
Data485,485.0,22.597,21.2,1.397
Data486,486.0,19.374,19.1,0.274
Data487,487.0,21.271,20.6,0.671
Data488,488.0,17.101,15.2,1.901
Data489,489.0,16.09,7.0,9.09
Data490,490.0,14.711,8.1,6.611
Data491,491.0,17.101,13.6,3.501
Data492,492.0,19.455,20.1,0.645
Data493,493.0,22.041,21.8,0.241
Data494,494.0,21.04,24.5,3.46
Data495,495.0,18.829,23.1,4.271
Data496,496.0,18.014,19.7,1.686
Data497,497.0,20.503,18.3,2.203
Data498,498.0,21.04,21.2,0.16
Data499,499.0,18.918,17.5,1.418
Data500,500.0,19.455,16.8,2.655
Data501,501.0,22.149,22.4,0.251
Data502,502.0,21.012,20.6,0.412
Data503,503.0,28.288,23.9,4.388
Data504,504.0,25.809,22.0,3.809
Data505,505.0,22.597,11.9,10.697
