,Num,Predicted Val,Actual Val,Bias
Data153,153.0,16.694,19.4,2.706
Data154,154.0,19.65,17.0,2.65
Data155,155.0,22.241,15.6,6.641
Data156,156.0,16.694,13.1,3.594
Data157,157.0,27.643,41.3,13.657
Data158,158.0,27.643,24.3,3.343
Data159,159.0,26.362,23.3,3.062
Data160,160.0,27.643,27.0,0.643
Data161,161.0,41.312,50.0,8.688
Data162,162.0,39.684,50.0,10.316
Data163,163.0,39.684,50.0,10.316
Data164,164.0,21.662,22.7,1.038
Data165,165.0,21.662,25.0,3.338
Data166,166.0,45.027,50.0,4.973
Data167,167.0,21.413,23.8,2.387
Data168,168.0,21.662,23.8,2.138
Data169,169.0,21.662,22.3,0.638
Data170,170.0,19.65,17.4,2.25
Data171,171.0,21.662,19.1,2.562
Data172,172.0,20.886,23.1,2.214
Data173,173.0,23.758,23.6,0.158
Data174,174.0,22.517,22.6,0.083
Data175,175.0,26.311,29.4,3.089
Data176,176.0,20.985,23.2,2.215
Data177,177.0,28.455,24.6,3.855
Data178,178.0,27.175,29.9,2.725
Data179,179.0,29.763,37.2,7.437
Data180,180.0,33.945,39.8,5.855
Data181,181.0,23.758,36.2,12.442
Data182,182.0,29.763,37.9,8.137
Data183,183.0,28.455,32.5,4.045
Data184,184.0,20.886,26.4,5.514
Data185,185.0,22.127,29.6,7.473
Data186,186.0,39.379,50.0,10.621
Data187,187.0,25.031,32.0,6.969
Data188,188.0,28.376,29.8,1.424
Data189,189.0,26.311,34.9,8.589
Data190,190.0,26.311,37.0,10.689
Data191,191.0,28.376,30.5,2.124
Data192,192.0,32.78,36.4,3.62
Data193,193.0,26.311,31.1,4.789
Data194,194.0,26.311,29.1,2.789
Data195,195.0,44.417,50.0,5.583
Data196,196.0,26.311,33.3,6.989
Data197,197.0,24.817,30.3,5.483
Data198,198.0,23.747,34.6,10.853
Data199,199.0,26.311,34.9,8.589
Data200,200.0,26.311,32.9,6.589
Data201,201.0,23.51,24.1,0.59
Data202,202.0,43.704,42.3,1.404
Data203,203.0,44.417,48.5,4.083
Data204,204.0,44.417,50.0,5.583
Data205,205.0,21.413,22.6,1.187
Data206,206.0,21.413,24.4,2.987
Data207,207.0,17.943,22.5,4.557
Data208,208.0,20.731,24.4,3.669
Data209,209.0,17.943,20.0,2.057
Data210,210.0,18.191,21.7,3.509
Data211,211.0,17.943,19.3,1.357
Data212,212.0,18.835,22.4,3.565
Data213,213.0,22.697,28.1,5.403
Data214,214.0,19.601,23.7,4.099
Data215,215.0,22.697,25.0,2.303
Data216,216.0,19.65,23.3,3.65
Data217,217.0,22.946,28.7,5.754
Data218,218.0,17.11,21.5,4.39
Data219,219.0,21.662,23.0,1.338
Data220,220.0,22.517,26.7,4.183
Data221,221.0,19.746,21.7,1.954
Data222,222.0,22.517,27.5,4.983
Data223,223.0,27.175,30.1,2.925
Data224,224.0,41.559,44.8,3.241
Data225,225.0,39.151,50.0,10.849
Data226,226.0,43.883,37.6,6.283
Data227,227.0,33.051,31.6,1.451
Data228,228.0,43.704,46.7,2.996
Data229,229.0,30.7,31.5,0.8
Data230,230.0,20.985,24.3,3.315
Data231,231.0,33.051,31.7,1.351
Data232,232.0,43.883,41.7,2.183
Data233,233.0,43.883,48.3,4.417
Data234,234.0,26.82,29.0,2.18
Data235,235.0,20.985,24.0,3.015
Data236,236.0,22.517,25.1,2.583
Data237,237.0,33.051,31.5,1.551
Data238,238.0,26.311,23.7,2.611
Data239,239.0,25.031,23.3,1.731
Data240,240.0,22.226,22.0,0.226
Data241,241.0,20.985,20.1,0.885
Data242,242.0,22.226,22.2,0.026
Data243,243.0,26.311,23.7,2.611
Data244,244.0,20.985,17.6,3.385
Data245,245.0,19.746,18.5,1.246
Data246,246.0,22.269,24.3,2.031
Data247,247.0,23.758,20.5,3.258
Data248,248.0,23.51,24.5,0.99
Data249,249.0,25.031,26.2,1.169
Data250,250.0,26.311,24.4,1.911
Data251,251.0,30.7,24.8,5.9
Data252,252.0,30.7,29.6,1.1
Data253,253.0,43.704,42.8,0.904
Data254,254.0,23.79,21.9,1.89
Data255,255.0,22.269,20.9,1.369
Data256,256.0,40.496,44.0,3.504
Data257,257.0,39.151,50.0,10.849
Data258,258.0,34.484,36.0,1.516
Data259,259.0,27.175,30.1,2.925
Data260,260.0,27.261,33.8,6.539
Data261,261.0,37.87,43.1,5.23
Data262,262.0,39.151,48.8,9.649
Data263,263.0,27.261,31.0,3.739
Data264,264.0,30.559,36.5,5.941
Data265,265.0,21.233,22.8,1.567
Data266,266.0,24.718,30.7,5.982
Data267,267.0,43.67,50.0,6.33
Data268,268.0,37.783,43.5,5.717
Data269,269.0,19.893,20.7,0.807
Data270,270.0,20.637,21.1,0.463
Data271,271.0,25.031,25.2,0.169
Data272,272.0,25.654,24.4,1.254
Data273,273.0,30.529,35.2,4.671
Data274,274.0,29.539,32.4,2.861
Data275,275.0,30.78,32.0,1.22
Data276,276.0,28.521,33.2,4.679
Data277,277.0,27.135,33.1,5.965
Data278,278.0,25.031,29.1,4.069
Data279,279.0,28.455,35.1,6.645
Data280,280.0,44.417,45.4,0.983
Data281,281.0,29.763,35.4,5.637
Data282,282.0,36.542,46.0,9.458
Data283,283.0,39.255,50.0,10.745
Data284,284.0,23.51,32.2,8.69
Data285,285.0,23.51,22.0,1.51
Data286,286.0,21.878,20.1,1.778
Data287,287.0,25.031,23.2,1.831
Data288,288.0,25.031,22.3,2.731
Data289,289.0,23.51,24.8,1.29
Data290,290.0,30.7,28.5,2.2
Data291,291.0,36.495,37.3,0.805
Data292,292.0,26.311,27.9,1.589
Data293,293.0,22.697,23.9,1.203
Data294,294.0,21.413,21.7,0.287
Data295,295.0,25.499,28.6,3.101
Data296,296.0,24.218,27.1,2.882
Data297,297.0,17.753,20.3,2.547
Data298,298.0,26.311,22.5,3.811
Data299,299.0,26.311,29.0,2.689
Data300,300.0,26.311,24.8,1.511
Data301,301.0,23.51,22.0,1.51
Data302,302.0,23.51,26.4,2.89
Data303,303.0,28.376,33.1,4.724
Data304,304.0,31.77,36.1,4.33
Data305,305.0,23.758,28.4,4.642
Data306,306.0,35.764,33.4,2.364
Data307,307.0,27.175,28.2,1.025
Data308,308.0,28.455,22.8,5.655
Data309,309.0,22.517,20.3,2.217
Data310,310.0,20.731,16.1,4.631
Data311,311.0,27.214,22.1,5.114
Data312,312.0,21.233,19.4,1.833
Data313,313.0,25.654,21.6,4.054
Data314,314.0,23.758,23.8,0.042
Data315,315.0,21.233,16.2,5.033
Data316,316.0,19.411,17.8,1.611
Data317,317.0,20.302,19.8,0.502
Data318,318.0,23.758,23.1,0.658
Data319,319.0,20.302,21.0,0.698
Data320,320.0,27.175,23.8,3.375
Data321,321.0,27.175,23.1,4.075
Data322,322.0,23.79,20.4,3.39
Data323,323.0,21.233,18.5,2.733
Data324,324.0,26.311,25.0,1.311
Data325,325.0,26.311,24.6,1.711
Data326,326.0,26.311,23.0,3.311
Data327,327.0,20.637,22.2,1.563
Data328,328.0,22.269,19.3,2.969
Data329,329.0,25.031,22.6,2.431
Data330,330.0,23.51,19.8,3.71
Data331,331.0,20.985,17.1,3.885
Data332,332.0,22.269,19.4,2.869
Data333,333.0,28.455,22.2,6.255
Data334,334.0,27.175,20.7,6.475
Data335,335.0,22.269,21.1,1.169
Data336,336.0,22.269,19.5,2.769
Data337,337.0,21.233,18.5,2.733
Data338,338.0,22.269,20.6,1.669
Data339,339.0,22.269,19.0,3.269
Data340,340.0,22.517,18.7,3.817
Data341,341.0,29.763,32.7,2.937
Data342,342.0,23.51,16.5,7.01
Data343,343.0,25.031,23.9,1.131
Data344,344.0,28.376,31.2,2.824
Data345,345.0,20.985,17.5,3.485
Data346,346.0,20.637,17.2,3.437
Data347,347.0,26.311,23.1,3.211
Data348,348.0,26.311,24.5,1.811
Data349,349.0,26.311,26.6,0.289
Data350,350.0,26.311,22.9,3.411
Data351,351.0,26.311,24.1,2.211
Data352,352.0,22.269,18.6,3.669
Data353,353.0,32.476,30.1,2.376
Data354,354.0,22.269,18.2,4.069
Data355,355.0,25.07,20.6,4.47
Data356,356.0,13.783,17.8,4.017
Data357,357.0,19.65,21.7,2.05
Data358,358.0,21.413,22.7,1.287
Data359,359.0,19.65,22.6,2.95
Data360,360.0,22.697,25.0,2.303
Data361,361.0,19.65,19.9,0.25
Data362,362.0,21.413,20.8,0.613
Data363,363.0,19.65,16.8,2.85
Data364,364.0,25.285,21.9,3.385
Data365,365.0,22.697,27.5,4.803
Data366,366.0,19.65,21.9,2.25
Data367,367.0,18.458,23.1,4.642
Data368,368.0,34.414,50.0,15.586
Data369,369.0,31.111,50.0,18.889
Data370,370.0,33.255,50.0,16.745
Data371,371.0,21.505,50.0,28.495
Data372,372.0,21.505,50.0,28.495
Data373,373.0,12.891,13.8,0.909
Data374,374.0,12.891,13.8,0.909
Data375,375.0,18.458,15.0,3.458
Data376,376.0,12.891,13.9,1.009
Data377,377.0,13.783,13.3,0.483
Data378,378.0,12.891,13.1,0.209
Data379,379.0,12.891,10.2,2.691
Data380,380.0,16.561,10.4,6.161
Data381,381.0,12.891,10.9,1.991
Data382,382.0,13.783,11.3,2.483
Data383,383.0,13.783,12.3,1.483
Data384,384.0,12.891,8.8,4.091
Data385,385.0,12.891,7.2,5.691
Data386,386.0,12.891,10.5,2.391
Data387,387.0,12.891,7.4,5.491
Data388,388.0,12.891,10.2,2.691
Data389,389.0,13.783,11.5,2.283
Data390,390.0,16.561,15.1,1.461
Data391,391.0,15.803,23.2,7.397
Data392,392.0,12.891,9.7,3.191
Data393,393.0,18.458,13.8,4.658
Data394,394.0,16.561,12.7,3.861
Data395,395.0,16.561,13.1,3.461
Data396,396.0,14.975,12.5,2.475
Data397,397.0,13.783,8.5,5.283
Data398,398.0,12.891,5.0,7.891
Data399,399.0,13.783,6.3,7.483
Data400,400.0,12.891,5.6,7.291
Data401,401.0,12.891,7.2,5.691
Data402,402.0,13.783,12.1,1.683
Data403,403.0,12.891,8.3,4.591
Data404,404.0,12.891,8.5,4.391
Data405,405.0,12.891,5.0,7.891
Data406,406.0,12.891,11.9,0.991
Data407,407.0,20.221,27.9,7.679
Data408,408.0,15.669,17.2,1.531
Data409,409.0,14.778,27.5,12.722
Data410,410.0,24.004,15.0,9.004
Data411,411.0,15.97,17.2,1.23
Data412,412.0,14.084,17.9,3.816
Data413,413.0,14.778,16.3,1.522
Data414,414.0,12.891,7.0,5.891
Data415,415.0,14.084,7.2,6.884
Data416,416.0,14.975,7.5,7.475
Data417,417.0,12.891,10.4,2.491
Data418,418.0,12.891,8.8,4.091
Data419,419.0,14.084,8.4,5.684
Data420,420.0,18.458,16.7,1.758
Data421,421.0,16.561,14.2,2.361
Data422,422.0,18.458,20.8,2.342
Data423,423.0,16.862,13.4,3.462
Data424,424.0,17.753,11.7,6.053
Data425,425.0,14.084,8.3,5.784
Data426,426.0,17.753,10.2,7.553
Data427,427.0,21.049,10.9,10.149
Data428,428.0,14.975,11.0,3.975
Data429,429.0,14.975,9.5,5.475
Data430,430.0,16.862,14.5,2.362
Data431,431.0,16.862,14.1,2.762
Data432,432.0,21.413,16.1,5.313
Data433,433.0,17.753,14.3,3.453
Data434,434.0,18.458,11.7,6.758
Data435,435.0,12.891,13.4,0.509
Data436,436.0,14.084,9.6,4.484
Data437,437.0,14.084,8.7,5.384
Data438,438.0,14.084,8.4,5.684
Data439,439.0,13.783,12.8,0.983
Data440,440.0,12.891,10.5,2.391
Data441,441.0,13.783,17.1,3.317
Data442,442.0,17.753,18.4,0.647
Data443,443.0,13.783,15.4,1.617
Data444,444.0,12.891,10.8,2.091
Data445,445.0,14.975,11.8,3.175
Data446,446.0,13.783,14.9,1.117
Data447,447.0,16.561,12.6,3.961
Data448,448.0,13.783,14.1,0.317
Data449,449.0,13.783,13.0,0.783
Data450,450.0,16.862,13.4,3.462
Data451,451.0,16.862,15.2,1.662
Data452,452.0,16.862,16.1,0.762
Data453,453.0,16.561,17.8,1.239
Data454,454.0,14.975,14.9,0.075
Data455,455.0,15.803,14.1,1.703
Data456,456.0,15.803,12.7,3.103
Data457,457.0,20.344,13.5,6.844
Data458,458.0,16.561,14.9,1.661
Data459,459.0,18.458,20.0,1.542
Data460,460.0,17.753,16.4,1.353
Data461,461.0,19.65,17.7,1.95
Data462,462.0,18.458,19.5,1.042
Data463,463.0,21.413,20.2,1.213
Data464,464.0,18.458,21.4,2.942
Data465,465.0,19.65,19.9,0.25
Data466,466.0,20.344,19.0,1.344
Data467,467.0,16.862,19.1,2.238
Data468,468.0,16.468,19.1,2.632
Data469,469.0,18.458,20.1,1.642
Data470,470.0,17.753,19.9,2.147
Data471,471.0,19.65,19.6,0.05
Data472,472.0,19.65,23.2,3.55
Data473,473.0,21.413,29.8,8.387
Data474,474.0,15.669,13.8,1.869
Data475,475.0,15.669,13.3,2.369
Data476,476.0,16.862,16.7,0.162
Data477,477.0,14.778,12.0,2.778
Data478,478.0,15.669,14.6,1.069
Data479,479.0,18.458,21.4,2.942
Data480,480.0,21.413,23.0,1.587
Data481,481.0,22.697,23.7,1.003
Data482,482.0,22.697,25.0,2.303
Data483,483.0,21.413,21.8,0.387
Data484,484.0,19.65,20.6,0.95
Data485,485.0,21.413,21.2,0.213
Data486,486.0,19.65,19.1,0.55
Data487,487.0,21.413,20.6,0.813
Data488,488.0,16.862,15.2,1.662
Data489,489.0,16.862,7.0,9.862
Data490,490.0,15.803,8.1,7.703
Data491,491.0,16.862,13.6,3.262
Data492,492.0,19.65,20.1,0.45
Data493,493.0,20.985,21.8,0.815
Data494,494.0,19.221,24.5,5.279
Data495,495.0,19.988,23.1,3.112
Data496,496.0,18.33,19.7,1.37
Data497,497.0,19.221,18.3,0.921
Data498,498.0,19.221,21.2,1.979
Data499,499.0,19.221,17.5,1.721
Data500,500.0,19.221,16.8,2.421
Data501,501.0,21.662,22.4,0.738
Data502,502.0,22.946,20.6,2.346
Data503,503.0,27.643,23.9,3.743
Data504,504.0,26.362,22.0,4.362
Data505,505.0,22.946,11.9,11.046
