,Num,Predicted Val,Actual Val,Bias
Data152,152.0,19.86,15.3,4.56
Data153,153.0,18.603,19.4,0.797
Data154,154.0,18.603,17.0,1.603
Data155,155.0,17.5,15.6,1.9
Data156,156.0,17.5,13.1,4.4
Data157,157.0,30.511,41.3,10.789
Data158,158.0,23.28,24.3,1.02
Data159,159.0,25.063,23.3,1.763
Data160,160.0,23.28,27.0,3.72
Data161,161.0,38.002,50.0,11.998
Data162,162.0,41.531,50.0,8.469
Data163,163.0,43.801,50.0,6.199
Data164,164.0,20.525,22.7,2.175
Data165,165.0,22.665,25.0,2.335
Data166,166.0,41.531,50.0,8.469
Data167,167.0,21.2,23.8,2.6
Data168,168.0,21.145,23.8,2.655
Data169,169.0,20.525,22.3,1.775
Data170,170.0,20.324,17.4,2.924
Data171,171.0,20.525,19.1,1.425
Data172,172.0,20.324,23.1,2.776
Data173,173.0,23.955,23.6,0.355
Data174,174.0,23.34,22.6,0.74
Data175,175.0,26.348,29.4,3.052
Data176,176.0,21.821,23.2,1.379
Data177,177.0,23.955,24.6,0.645
Data178,178.0,28.642,29.9,1.258
Data179,179.0,30.511,37.2,6.689
Data180,180.0,38.074,39.8,1.726
Data181,181.0,23.955,36.2,12.245
Data182,182.0,32.899,37.9,5.001
Data183,183.0,26.348,32.5,6.152
Data184,184.0,20.324,26.4,6.076
Data185,185.0,21.0,29.6,8.6
Data186,186.0,41.531,50.0,8.469
Data187,187.0,28.642,32.0,3.358
Data188,188.0,26.348,29.8,3.452
Data189,189.0,32.899,34.9,2.001
Data190,190.0,30.511,37.0,6.489
Data191,191.0,30.511,30.5,0.011
Data192,192.0,32.899,36.4,3.501
Data193,193.0,30.511,31.1,0.589
Data194,194.0,26.348,29.1,2.752
Data195,195.0,42.328,50.0,7.672
Data196,196.0,35.981,33.3,2.681
Data197,197.0,32.899,30.3,2.599
Data198,198.0,34.208,34.6,0.392
Data199,199.0,30.511,34.9,4.389
Data200,200.0,32.899,32.9,0.001
Data201,201.0,23.955,24.1,0.145
Data202,202.0,38.002,42.3,4.298
Data203,203.0,42.328,48.5,6.172
Data204,204.0,42.328,50.0,7.672
Data205,205.0,21.821,22.6,0.779
Data206,206.0,21.821,24.4,2.579
Data207,207.0,21.0,22.5,1.5
Data208,208.0,20.324,24.4,4.076
Data209,209.0,19.508,20.0,0.492
Data210,210.0,20.324,21.7,1.376
Data211,211.0,19.508,19.3,0.208
Data212,212.0,20.324,22.4,2.076
Data213,213.0,23.955,28.1,4.145
Data214,214.0,20.183,23.7,3.517
Data215,215.0,23.955,25.0,1.045
Data216,216.0,20.324,23.3,2.976
Data217,217.0,23.95,28.7,4.75
Data218,218.0,20.324,21.5,1.176
Data219,219.0,20.525,23.0,2.475
Data220,220.0,26.238,26.7,0.462
Data221,221.0,19.508,21.7,2.192
Data222,222.0,24.718,27.5,2.782
Data223,223.0,26.348,30.1,3.752
Data224,224.0,41.531,44.8,3.269
Data225,225.0,43.801,50.0,6.199
Data226,226.0,41.531,37.6,3.931
Data227,227.0,32.899,31.6,1.299
Data228,228.0,39.847,46.7,6.853
Data229,229.0,26.348,31.5,5.152
Data230,230.0,21.2,24.3,3.1
Data231,231.0,34.208,31.7,2.508
Data232,232.0,43.801,41.7,2.101
Data233,233.0,41.531,48.3,6.769
Data234,234.0,28.021,29.0,0.979
Data235,235.0,21.821,24.0,2.179
Data236,236.0,23.329,25.1,1.771
Data237,237.0,35.981,31.5,4.481
Data238,238.0,26.348,23.7,2.648
Data239,239.0,26.348,23.3,3.048
Data240,240.0,21.944,22.0,0.056
Data241,241.0,21.2,20.1,1.1
Data242,242.0,21.2,22.2,1.0
Data243,243.0,23.955,23.7,0.255
Data244,244.0,20.096,17.6,2.496
Data245,245.0,19.376,18.5,0.876
Data246,246.0,23.955,24.3,0.345
Data247,247.0,22.175,20.5,1.675
Data248,248.0,23.694,24.5,0.806
Data249,249.0,28.996,26.2,2.796
Data250,250.0,26.348,24.4,1.948
Data251,251.0,24.31,24.8,0.49
Data252,252.0,30.865,29.6,1.265
Data253,253.0,37.651,42.8,5.149
Data254,254.0,23.955,21.9,2.055
Data255,255.0,23.955,20.9,3.055
Data256,256.0,38.002,44.0,5.998
Data257,257.0,45.153,50.0,4.847
Data258,258.0,34.208,36.0,1.792
Data259,259.0,28.642,30.1,1.458
Data260,260.0,32.425,33.8,1.375
Data261,261.0,34.208,43.1,8.892
Data262,262.0,45.153,48.8,3.647
Data263,263.0,29.651,31.0,1.349
Data264,264.0,34.208,36.5,2.292
Data265,265.0,21.821,22.8,0.979
Data266,266.0,20.253,30.7,10.447
Data267,267.0,45.153,50.0,4.847
Data268,268.0,38.002,43.5,5.498
Data269,269.0,20.324,20.7,0.376
Data270,270.0,21.2,21.1,0.1
Data271,271.0,23.955,25.2,1.245
Data272,272.0,26.348,24.4,1.948
Data273,273.0,38.074,35.2,2.874
Data274,274.0,30.511,32.4,1.889
Data275,275.0,30.511,32.0,1.489
Data276,276.0,34.208,33.2,1.008
Data277,277.0,30.511,33.1,2.589
Data278,278.0,26.348,29.1,2.752
Data279,279.0,30.511,35.1,4.589
Data280,280.0,41.361,45.4,4.039
Data281,281.0,30.511,35.4,4.889
Data282,282.0,40.645,46.0,5.355
Data283,283.0,42.328,50.0,7.672
Data284,284.0,32.899,32.2,0.699
Data285,285.0,23.955,22.0,1.955
Data286,286.0,21.2,20.1,1.1
Data287,287.0,23.955,23.2,0.755
Data288,288.0,23.955,22.3,1.655
Data289,289.0,23.95,24.8,0.85
Data290,290.0,30.511,28.5,2.011
Data291,291.0,32.899,37.3,4.401
Data292,292.0,26.348,27.9,1.552
Data293,293.0,23.955,23.9,0.055
Data294,294.0,21.821,21.7,0.121
Data295,295.0,26.348,28.6,2.252
Data296,296.0,26.348,27.1,0.752
Data297,297.0,21.0,20.3,0.7
Data298,298.0,23.955,22.5,1.455
Data299,299.0,30.511,29.0,1.511
Data300,300.0,30.511,24.8,5.711
Data301,301.0,23.95,22.0,1.95
Data302,302.0,26.348,26.4,0.052
Data303,303.0,30.511,33.1,2.589
Data304,304.0,34.208,36.1,1.892
Data305,305.0,26.348,28.4,2.052
Data306,306.0,34.208,33.4,0.808
Data307,307.0,28.642,28.2,0.442
Data308,308.0,26.348,22.8,3.548
Data309,309.0,21.821,20.3,1.521
Data310,310.0,21.2,16.1,5.1
Data311,311.0,23.955,22.1,1.855
Data312,312.0,20.525,19.4,1.125
Data313,313.0,23.955,21.6,2.355
Data314,314.0,24.565,23.8,0.765
Data315,315.0,21.2,16.2,5.0
Data316,316.0,21.0,17.8,3.2
Data317,317.0,21.0,19.8,1.2
Data318,318.0,21.821,23.1,1.279
Data319,319.0,21.2,21.0,0.2
Data320,320.0,23.955,23.8,0.155
Data321,321.0,23.955,23.1,0.855
Data322,322.0,23.955,20.4,3.555
Data323,323.0,20.096,18.5,1.596
Data324,324.0,23.955,25.0,1.045
Data325,325.0,23.955,24.6,0.645
Data326,326.0,23.955,23.0,0.955
Data327,327.0,21.2,22.2,1.0
Data328,328.0,21.821,19.3,2.521
Data329,329.0,23.955,22.6,1.355
Data330,330.0,23.955,19.8,4.155
Data331,331.0,21.2,17.1,4.1
Data332,332.0,23.955,19.4,4.555
Data333,333.0,22.67,22.2,0.47
Data334,334.0,22.67,20.7,1.97
Data335,335.0,22.67,21.1,1.57
Data336,336.0,22.055,19.5,2.555
Data337,337.0,20.536,18.5,2.036
Data338,338.0,22.67,20.6,2.07
Data339,339.0,22.055,19.0,3.055
Data340,340.0,22.67,18.7,3.97
Data341,341.0,34.208,32.7,1.508
Data342,342.0,26.348,16.5,9.848
Data343,343.0,28.642,23.9,4.742
Data344,344.0,30.511,31.2,0.689
Data345,345.0,22.175,17.5,4.675
Data346,346.0,20.096,17.2,2.896
Data347,347.0,26.348,23.1,3.248
Data348,348.0,26.348,24.5,1.848
Data349,349.0,30.865,26.6,4.265
Data350,350.0,26.702,22.9,3.802
Data351,351.0,26.702,24.1,2.602
Data352,352.0,24.31,18.6,5.71
Data353,353.0,30.511,30.1,0.411
Data354,354.0,23.025,18.2,4.825
Data355,355.0,23.025,20.6,2.425
Data356,356.0,16.937,17.8,0.863
Data357,357.0,16.937,21.7,4.763
Data358,358.0,18.194,22.7,4.506
Data359,359.0,18.194,22.6,4.406
Data360,360.0,25.595,25.0,0.595
Data361,361.0,16.937,19.9,2.963
Data362,362.0,19.652,20.8,1.148
Data363,363.0,16.937,16.8,0.137
Data364,364.0,32.157,21.9,10.257
Data365,365.0,25.595,27.5,1.905
Data366,366.0,16.937,21.9,4.963
Data367,367.0,16.937,23.1,6.163
Data368,368.0,25.595,50.0,24.405
Data369,369.0,30.865,50.0,19.135
Data370,370.0,30.865,50.0,19.135
Data371,371.0,21.172,50.0,28.828
Data372,372.0,21.787,50.0,28.213
Data373,373.0,13.429,13.8,0.371
Data374,374.0,13.429,13.8,0.371
Data375,375.0,20.176,15.0,5.176
Data376,376.0,14.918,13.9,1.018
Data377,377.0,14.67,13.3,1.37
Data378,378.0,14.762,13.1,1.662
Data379,379.0,14.762,10.2,4.562
Data380,380.0,16.937,10.4,6.537
Data381,381.0,14.762,10.9,3.862
Data382,382.0,13.689,11.3,2.389
Data383,383.0,13.689,12.3,1.389
Data384,384.0,12.356,8.8,3.556
Data385,385.0,12.356,7.2,5.156
Data386,386.0,12.356,10.5,1.856
Data387,387.0,12.356,7.4,4.956
Data388,388.0,12.356,10.2,2.156
Data389,389.0,13.689,11.5,2.189
Data390,390.0,16.937,15.1,1.837
Data391,391.0,15.579,23.2,7.621
Data392,392.0,12.356,9.7,2.656
Data393,393.0,16.937,13.8,3.137
Data394,394.0,16.937,12.7,4.237
Data395,395.0,16.937,13.1,3.837
Data396,396.0,15.579,12.5,3.079
Data397,397.0,13.689,8.5,5.189
Data398,398.0,12.356,5.0,7.356
Data399,399.0,12.356,6.3,6.056
Data400,400.0,12.356,5.6,6.756
Data401,401.0,13.689,7.2,6.489
Data402,402.0,13.689,12.1,1.589
Data403,403.0,15.579,8.3,7.279
Data404,404.0,12.356,8.5,3.856
Data405,405.0,13.689,5.0,8.689
Data406,406.0,14.762,11.9,2.862
Data407,407.0,18.194,27.9,9.706
Data408,408.0,14.267,17.2,2.933
Data409,409.0,16.573,27.5,10.927
Data410,410.0,19.652,15.0,4.652
Data411,411.0,15.756,17.2,1.444
Data412,412.0,14.267,17.9,3.633
Data413,413.0,15.6,16.3,0.7
Data414,414.0,12.356,7.0,5.356
Data415,415.0,12.356,7.2,5.156
Data416,416.0,11.114,7.5,3.614
Data417,417.0,12.356,10.4,1.956
Data418,418.0,13.689,8.8,4.889
Data419,419.0,12.447,8.4,4.047
Data420,420.0,16.937,16.7,0.237
Data421,421.0,16.937,14.2,2.737
Data422,422.0,16.937,20.8,3.863
Data423,423.0,14.762,13.4,1.362
Data424,424.0,16.937,11.7,5.237
Data425,425.0,13.689,8.3,5.389
Data426,426.0,16.937,10.2,6.737
Data427,427.0,16.937,10.9,6.037
Data428,428.0,13.689,11.0,2.689
Data429,429.0,13.689,9.5,4.189
Data430,430.0,16.937,14.5,2.437
Data431,431.0,16.324,14.1,2.224
Data432,432.0,18.194,16.1,2.094
Data433,433.0,16.937,14.3,2.637
Data434,434.0,16.937,11.7,5.237
Data435,435.0,13.845,13.4,0.445
Data436,436.0,15.579,9.6,5.979
Data437,437.0,12.356,8.7,3.656
Data438,438.0,12.356,8.4,3.956
Data439,439.0,13.689,12.8,0.889
Data440,440.0,13.689,10.5,3.189
Data441,441.0,15.579,17.1,1.521
Data442,442.0,16.937,18.4,1.463
Data443,443.0,15.579,15.4,0.179
Data444,444.0,13.689,10.8,2.889
Data445,445.0,13.689,11.8,1.889
Data446,446.0,16.937,14.9,2.037
Data447,447.0,16.937,12.6,4.337
Data448,448.0,15.579,14.1,1.479
Data449,449.0,15.579,13.0,2.579
Data450,450.0,18.484,13.4,5.084
Data451,451.0,17.093,15.2,1.893
Data452,452.0,16.937,16.1,0.837
Data453,453.0,21.313,17.8,3.513
Data454,454.0,15.735,14.9,0.835
Data455,455.0,15.735,14.1,1.635
Data456,456.0,15.579,12.7,2.879
Data457,457.0,16.937,13.5,3.437
Data458,458.0,16.937,14.9,2.037
Data459,459.0,16.937,20.0,3.063
Data460,460.0,18.484,16.4,2.084
Data461,461.0,16.937,17.7,0.763
Data462,462.0,16.937,19.5,2.563
Data463,463.0,21.5,20.2,1.3
Data464,464.0,16.937,21.4,4.463
Data465,465.0,16.937,19.9,2.963
Data466,466.0,16.937,19.0,2.063
Data467,467.0,15.6,19.1,3.5
Data468,468.0,16.417,19.1,2.683
Data469,469.0,16.937,20.1,3.163
Data470,470.0,16.937,19.9,2.963
Data471,471.0,18.194,19.6,1.406
Data472,472.0,16.937,23.2,6.263
Data473,473.0,20.176,29.8,9.624
Data474,474.0,16.417,13.8,2.617
Data475,475.0,15.6,13.3,2.3
Data476,476.0,15.735,16.7,0.965
Data477,477.0,14.762,12.0,2.762
Data478,478.0,15.579,14.6,0.979
Data479,479.0,16.937,21.4,4.463
Data480,480.0,19.652,23.0,3.348
Data481,481.0,27.711,23.7,4.011
Data482,482.0,30.865,25.0,5.865
Data483,483.0,19.652,21.8,2.148
Data484,484.0,16.937,20.6,3.663
Data485,485.0,19.652,21.2,1.548
Data486,486.0,16.937,19.1,2.163
Data487,487.0,18.194,20.6,2.406
Data488,488.0,16.98,15.2,1.78
Data489,489.0,16.163,7.0,9.163
Data490,490.0,14.83,8.1,6.73
Data491,491.0,16.98,13.6,3.38
Data492,492.0,18.175,20.1,1.925
Data493,493.0,19.432,21.8,2.368
Data494,494.0,18.175,24.5,6.325
Data495,495.0,18.175,23.1,4.925
Data496,496.0,16.838,19.7,2.862
Data497,497.0,18.175,18.3,0.125
Data498,498.0,19.432,21.2,1.768
Data499,499.0,18.175,17.5,0.675
Data500,500.0,18.175,16.8,1.375
Data501,501.0,23.019,22.4,0.619
Data502,502.0,23.025,20.6,2.425
Data503,503.0,30.865,23.9,6.965
Data504,504.0,27.711,22.0,5.711
Data505,505.0,23.025,11.9,11.125
