,Num,Predicted Val,Actual Val,Bias
Data224,224.0,42.071,44.8,2.729
Data225,225.0,42.071,50.0,7.929
Data226,226.0,42.071,37.6,4.471
Data227,227.0,30.981,31.6,0.619
Data228,228.0,39.737,46.7,6.963
Data229,229.0,25.103,31.5,6.397
Data230,230.0,23.875,24.3,0.425
Data231,231.0,30.981,31.7,0.719
Data232,232.0,42.071,41.7,0.371
Data233,233.0,42.071,48.3,6.229
Data234,234.0,23.875,29.0,5.125
Data235,235.0,23.875,24.0,0.125
Data236,236.0,26.032,25.1,0.932
Data237,237.0,30.981,31.5,0.519
Data238,238.0,23.875,23.7,0.175
Data239,239.0,23.875,23.3,0.575
Data240,240.0,26.032,22.0,4.032
Data241,241.0,22.436,20.1,2.336
Data242,242.0,23.875,22.2,1.675
Data243,243.0,23.601,23.7,0.099
Data244,244.0,19.715,17.6,2.115
Data245,245.0,17.439,18.5,1.061
Data246,246.0,23.875,24.3,0.425
Data247,247.0,23.875,20.5,3.375
Data248,248.0,23.875,24.5,0.625
Data249,249.0,26.032,26.2,0.168
Data250,250.0,23.875,24.4,0.525
Data251,251.0,23.601,24.8,1.199
Data252,252.0,30.981,29.6,1.381
Data253,253.0,41.58,42.8,1.22
Data254,254.0,23.875,21.9,1.975
Data255,255.0,22.831,20.9,1.931
Data256,256.0,35.62,44.0,8.38
Data257,257.0,45.318,50.0,4.682
Data258,258.0,29.265,36.0,6.735
Data259,259.0,27.534,30.1,2.566
Data260,260.0,27.534,33.8,6.266
Data261,261.0,29.265,43.1,13.835
Data262,262.0,42.906,48.8,5.894
Data263,263.0,27.534,31.0,3.466
Data264,264.0,29.265,36.5,7.235
Data265,265.0,21.382,22.8,1.418
Data266,266.0,22.827,30.7,7.873
Data267,267.0,42.906,50.0,7.094
Data268,268.0,35.129,43.5,8.371
Data269,269.0,22.426,20.7,1.726
Data270,270.0,19.943,21.1,1.157
Data271,271.0,23.875,25.2,1.325
Data272,272.0,26.032,24.4,1.632
Data273,273.0,29.265,35.2,5.935
Data274,274.0,30.981,32.4,1.419
Data275,275.0,30.981,32.0,1.019
Data276,276.0,29.265,33.2,3.935
Data277,277.0,29.265,33.1,3.835
Data278,278.0,23.875,29.1,5.225
Data279,279.0,27.534,35.1,7.566
Data280,280.0,42.071,45.4,3.329
Data281,281.0,29.265,35.4,6.135
Data282,282.0,39.737,46.0,6.263
Data283,283.0,39.737,50.0,10.263
Data284,284.0,27.534,32.2,4.666
Data285,285.0,23.875,22.0,1.875
Data286,286.0,22.436,20.1,2.336
Data287,287.0,23.875,23.2,0.675
Data288,288.0,23.875,22.3,1.575
Data289,289.0,23.875,24.8,0.925
Data290,290.0,30.981,28.5,2.481
Data291,291.0,29.265,37.3,8.035
Data292,292.0,27.534,27.9,0.366
Data293,293.0,23.875,23.9,0.025
Data294,294.0,23.875,21.7,2.175
Data295,295.0,26.032,28.6,2.568
Data296,296.0,26.032,27.1,1.068
Data297,297.0,20.594,20.3,0.294
Data298,298.0,23.875,22.5,1.375
Data299,299.0,29.265,29.0,0.265
Data300,300.0,27.534,24.8,2.734
Data301,301.0,26.032,22.0,4.032
Data302,302.0,23.875,26.4,2.525
Data303,303.0,29.265,33.1,3.835
Data304,304.0,29.265,36.1,6.835
Data305,305.0,26.032,28.4,2.368
Data306,306.0,29.265,33.4,4.135
Data307,307.0,27.534,28.2,0.666
Data308,308.0,27.534,22.8,4.734
Data309,309.0,23.875,20.3,3.575
Data310,310.0,17.439,16.1,1.339
Data311,311.0,23.875,22.1,1.775
Data312,312.0,22.436,19.4,3.036
Data313,313.0,23.875,21.6,2.275
Data314,314.0,26.032,23.8,2.232
Data315,315.0,21.382,16.2,5.182
Data316,316.0,19.715,17.8,1.915
Data317,317.0,19.715,19.8,0.085
Data318,318.0,23.875,23.1,0.775
Data319,319.0,21.088,21.0,0.088
Data320,320.0,23.875,23.8,0.075
Data321,321.0,23.875,23.1,0.775
Data322,322.0,23.875,20.4,3.475
Data323,323.0,19.943,18.5,1.443
Data324,324.0,23.875,25.0,1.125
Data325,325.0,23.875,24.6,0.725
Data326,326.0,23.875,23.0,0.875
Data327,327.0,22.827,22.2,0.627
Data328,328.0,20.992,19.3,1.692
Data329,329.0,22.036,22.6,0.564
Data330,330.0,22.036,19.8,2.236
Data331,331.0,19.715,17.1,2.615
Data332,332.0,23.875,19.4,4.475
Data333,333.0,23.875,22.2,1.675
Data334,334.0,23.875,20.7,3.175
Data335,335.0,23.875,21.1,2.775
Data336,336.0,22.831,19.5,3.331
Data337,337.0,22.831,18.5,4.331
Data338,338.0,23.875,20.6,3.275
Data339,339.0,23.875,19.0,4.875
Data340,340.0,23.875,18.7,5.175
Data341,341.0,29.265,32.7,3.435
Data342,342.0,23.182,16.5,6.682
Data343,343.0,25.339,23.9,1.439
Data344,344.0,29.265,31.2,1.935
Data345,345.0,23.875,17.5,6.375
Data346,346.0,19.943,17.2,2.743
Data347,347.0,23.875,23.1,0.775
Data348,348.0,26.032,24.5,1.532
Data349,349.0,27.534,26.6,0.934
Data350,350.0,23.875,22.9,0.975
Data351,351.0,23.182,24.1,0.918
Data352,352.0,22.138,18.6,3.538
Data353,353.0,27.534,30.1,2.566
Data354,354.0,22.831,18.2,4.631
Data355,355.0,23.875,20.6,3.275
Data356,356.0,18.212,17.8,0.412
Data357,357.0,20.689,21.7,1.011
Data358,358.0,20.689,22.7,2.011
Data359,359.0,19.249,22.6,3.351
Data360,360.0,22.036,25.0,2.964
Data361,361.0,19.249,19.9,0.651
Data362,362.0,18.516,20.8,2.284
Data363,363.0,18.212,16.8,1.412
Data364,364.0,27.555,21.9,5.655
Data365,365.0,17.386,27.5,10.114
Data366,366.0,15.947,21.9,5.953
Data367,367.0,14.865,23.1,8.235
Data368,368.0,32.392,50.0,17.608
Data369,369.0,22.036,50.0,27.964
Data370,370.0,28.119,50.0,21.881
Data371,371.0,22.036,50.0,27.964
Data372,372.0,22.036,50.0,27.964
Data373,373.0,13.254,13.8,0.546
Data374,374.0,13.254,13.8,0.546
Data375,375.0,19.249,15.0,4.249
Data376,376.0,15.569,13.9,1.669
Data377,377.0,16.596,13.3,3.296
Data378,378.0,15.569,13.1,2.469
Data379,379.0,15.569,10.2,5.369
Data380,380.0,19.249,10.4,8.849
Data381,381.0,15.569,10.9,4.669
Data382,382.0,14.743,11.3,3.443
Data383,383.0,14.743,12.3,2.443
Data384,384.0,13.254,8.8,4.454
Data385,385.0,13.254,7.2,6.054
Data386,386.0,13.254,10.5,2.754
Data387,387.0,13.254,7.4,5.854
Data388,388.0,13.254,10.2,3.054
Data389,389.0,14.743,11.5,3.243
Data390,390.0,17.077,15.1,1.977
Data391,391.0,16.773,23.2,6.427
Data392,392.0,13.254,9.7,3.554
Data393,393.0,17.8,13.8,4.0
Data394,394.0,17.077,12.7,4.377
Data395,395.0,19.249,13.1,6.149
Data396,396.0,16.773,12.5,4.273
Data397,397.0,15.947,8.5,7.447
Data398,398.0,13.254,5.0,8.254
Data399,399.0,13.254,6.3,6.954
Data400,400.0,14.439,5.6,8.839
Data401,401.0,15.569,7.2,8.369
Data402,402.0,15.569,12.1,3.469
Data403,403.0,15.947,8.3,7.647
Data404,404.0,13.254,8.5,4.754
Data405,405.0,14.743,5.0,9.743
Data406,406.0,14.743,11.9,2.843
Data407,407.0,17.077,27.9,10.823
Data408,408.0,13.254,17.2,3.946
Data409,409.0,18.168,27.5,9.332
Data410,410.0,18.462,15.0,3.462
Data411,411.0,15.515,17.2,1.685
Data412,412.0,12.172,17.9,5.728
Data413,413.0,14.865,16.3,1.435
Data414,414.0,12.172,7.0,5.172
Data415,415.0,13.358,7.2,6.158
Data416,416.0,14.488,7.5,6.988
Data417,417.0,12.172,10.4,1.772
Data418,418.0,14.488,8.8,5.688
Data419,419.0,15.515,8.4,7.115
Data420,420.0,19.249,16.7,2.549
Data421,421.0,16.773,14.2,2.573
Data422,422.0,17.077,20.8,3.723
Data423,423.0,13.358,13.4,0.042
Data424,424.0,15.995,11.7,4.295
Data425,425.0,13.661,8.3,5.361
Data426,426.0,15.995,10.2,5.795
Data427,427.0,16.719,10.9,5.819
Data428,428.0,14.488,11.0,3.488
Data429,429.0,14.488,9.5,4.988
Data430,430.0,16.719,14.5,2.219
Data431,431.0,18.168,14.1,4.068
Data432,432.0,18.168,16.1,2.068
Data433,433.0,18.168,14.3,3.868
Data434,434.0,16.719,11.7,5.019
Data435,435.0,14.488,13.4,1.088
Data436,436.0,16.719,9.6,7.119
Data437,437.0,13.358,8.7,4.658
Data438,438.0,13.358,8.4,4.958
Data439,439.0,14.743,12.8,1.943
Data440,440.0,14.743,10.5,4.243
Data441,441.0,16.773,17.1,0.327
Data442,442.0,17.8,18.4,0.6
Data443,443.0,17.8,15.4,2.4
Data444,444.0,14.743,10.8,3.943
Data445,445.0,14.488,11.8,2.688
Data446,446.0,17.8,14.9,2.9
Data447,447.0,17.8,12.6,5.2
Data448,448.0,16.773,14.1,2.673
Data449,449.0,17.8,13.0,4.8
Data450,450.0,18.168,13.4,4.768
Data451,451.0,19.249,15.2,4.049
Data452,452.0,17.8,16.1,1.7
Data453,453.0,19.249,17.8,1.449
Data454,454.0,18.168,14.9,3.268
Data455,455.0,16.719,14.1,2.619
Data456,456.0,15.692,12.7,2.992
Data457,457.0,15.692,13.5,2.192
Data458,458.0,17.8,14.9,2.9
Data459,459.0,17.8,20.0,2.2
Data460,460.0,19.249,16.4,2.849
Data461,461.0,19.249,17.7,1.549
Data462,462.0,19.249,19.5,0.251
Data463,463.0,20.689,20.2,0.489
Data464,464.0,19.249,21.4,2.151
Data465,465.0,17.077,19.9,2.823
Data466,466.0,15.692,19.0,3.308
Data467,467.0,15.569,19.1,3.531
Data468,468.0,16.773,19.1,2.327
Data469,469.0,17.077,20.1,3.023
Data470,470.0,17.8,19.9,2.1
Data471,471.0,19.249,19.6,0.351
Data472,472.0,19.249,23.2,3.951
Data473,473.0,20.689,29.8,9.111
Data474,474.0,15.947,13.8,2.147
Data475,475.0,14.439,13.3,1.139
Data476,476.0,17.8,16.7,1.1
Data477,477.0,14.743,12.0,2.743
Data478,478.0,16.773,14.6,2.173
Data479,479.0,19.249,21.4,2.151
Data480,480.0,20.689,23.0,2.311
Data481,481.0,20.689,23.7,3.011
Data482,482.0,20.689,25.0,4.311
Data483,483.0,19.543,21.8,2.257
Data484,484.0,18.104,20.6,2.496
Data485,485.0,20.689,21.2,0.511
Data486,486.0,17.8,19.1,1.3
Data487,487.0,20.992,20.6,0.392
Data488,488.0,15.947,15.2,0.747
Data489,489.0,14.743,7.0,7.743
Data490,490.0,14.256,8.1,6.156
Data491,491.0,16.773,13.6,3.173
Data492,492.0,17.8,20.1,2.3
Data493,493.0,19.25,21.8,2.55
Data494,494.0,18.946,24.5,5.554
Data495,495.0,19.022,23.1,4.078
Data496,496.0,15.542,19.7,4.158
Data497,497.0,19.022,18.3,0.722
Data498,498.0,18.946,21.2,2.254
Data499,499.0,19.022,17.5,1.522
Data500,500.0,18.946,16.8,2.146
Data501,501.0,22.527,22.4,0.127
Data502,502.0,22.527,20.6,1.927
Data503,503.0,25.761,23.9,1.861
Data504,504.0,24.029,22.0,2.029
Data505,505.0,22.527,11.9,10.627
