,Num,Predicted Val,Actual Val,Bias
Data249,249.0,25.839,26.2,0.361
Data250,250.0,24.973,24.4,0.573
Data251,251.0,28.401,24.8,3.601
Data252,252.0,38.092,29.6,8.492
Data253,253.0,41.67,42.8,1.13
Data254,254.0,24.973,21.9,3.073
Data255,255.0,24.973,20.9,4.073
Data256,256.0,40.036,44.0,3.964
Data257,257.0,33.457,50.0,16.543
Data258,258.0,29.132,36.0,6.868
Data259,259.0,24.899,30.1,5.201
Data260,260.0,26.172,33.8,7.628
Data261,261.0,31.846,43.1,11.254
Data262,262.0,33.457,48.8,15.343
Data263,263.0,25.307,31.0,5.693
Data264,264.0,27.358,36.5,9.142
Data265,265.0,22.737,22.8,0.063
Data266,266.0,23.521,30.7,7.179
Data267,267.0,33.457,50.0,16.543
Data268,268.0,37.973,43.5,5.527
Data269,269.0,20.586,20.7,0.114
Data270,270.0,20.586,21.1,0.514
Data271,271.0,23.253,25.2,1.947
Data272,272.0,25.307,24.4,0.907
Data273,273.0,33.457,35.2,1.743
Data274,274.0,28.389,32.4,4.011
Data275,275.0,33.314,32.0,1.314
Data276,276.0,31.513,33.2,1.687
Data277,277.0,28.389,33.1,4.711
Data278,278.0,23.73,29.1,5.37
Data279,279.0,27.358,35.1,7.742
Data280,280.0,41.67,45.4,3.73
Data281,281.0,32.98,35.4,2.42
Data282,282.0,41.67,46.0,4.33
Data283,283.0,41.67,50.0,8.33
Data284,284.0,27.024,32.2,5.176
Data285,285.0,24.497,22.0,2.497
Data286,286.0,22.823,20.1,2.723
Data287,287.0,24.497,23.2,1.297
Data288,288.0,24.497,22.3,2.197
Data289,289.0,24.098,24.8,0.702
Data290,290.0,35.377,28.5,6.877
Data291,291.0,40.036,37.3,2.736
Data292,292.0,27.203,27.9,0.697
Data293,293.0,23.253,23.9,0.647
Data294,294.0,22.855,21.7,1.155
Data295,295.0,25.839,28.6,2.761
Data296,296.0,23.73,27.1,3.37
Data297,297.0,19.71,20.3,0.59
Data298,298.0,25.528,22.5,3.028
Data299,299.0,35.695,29.0,6.695
Data300,300.0,27.024,24.8,2.224
Data301,301.0,24.432,22.0,2.432
Data302,302.0,23.253,26.4,3.147
Data303,303.0,32.98,33.1,0.12
Data304,304.0,28.798,36.1,7.302
Data305,305.0,25.307,28.4,3.093
Data306,306.0,31.846,33.4,1.554
Data307,307.0,26.172,28.2,2.028
Data308,308.0,27.203,22.8,4.403
Data309,309.0,21.862,20.3,1.562
Data310,310.0,21.862,16.1,5.762
Data311,311.0,24.033,22.1,1.933
Data312,312.0,21.051,19.4,1.651
Data313,313.0,23.557,21.6,1.957
Data314,314.0,24.432,23.8,0.632
Data315,315.0,21.862,16.2,5.662
Data316,316.0,18.717,17.8,0.917
Data317,317.0,20.403,19.8,0.603
Data318,318.0,21.862,23.1,1.238
Data319,319.0,21.862,21.0,0.862
Data320,320.0,22.396,23.8,1.404
Data321,321.0,22.396,23.1,0.704
Data322,322.0,23.176,20.4,2.776
Data323,323.0,21.005,18.5,2.505
Data324,324.0,22.396,25.0,2.604
Data325,325.0,22.873,24.6,1.727
Data326,326.0,22.396,23.0,0.604
Data327,327.0,20.722,22.2,1.478
Data328,328.0,22.737,19.3,3.437
Data329,329.0,23.253,22.6,0.653
Data330,330.0,22.855,19.8,3.055
Data331,331.0,22.855,17.1,5.755
Data332,332.0,23.73,19.4,4.33
Data333,333.0,22.396,22.2,0.196
Data334,334.0,22.396,20.7,1.696
Data335,335.0,22.873,21.1,1.773
Data336,336.0,21.88,19.5,2.38
Data337,337.0,21.998,18.5,3.498
Data338,338.0,22.396,20.6,1.796
Data339,339.0,21.005,19.0,2.005
Data340,340.0,21.88,18.7,3.18
Data341,341.0,31.513,32.7,1.187
Data342,342.0,24.973,16.5,8.473
Data343,343.0,24.973,23.9,1.073
Data344,344.0,30.815,31.2,0.385
Data345,345.0,24.098,17.5,6.598
Data346,346.0,24.098,17.2,6.898
Data347,347.0,24.973,23.1,1.873
Data348,348.0,25.839,24.5,1.339
Data349,349.0,26.167,26.6,0.433
Data350,350.0,24.116,22.9,1.216
Data351,351.0,24.973,24.1,0.873
Data352,352.0,24.973,18.6,6.373
Data353,353.0,30.453,30.1,0.353
Data354,354.0,24.981,18.2,6.781
Data355,355.0,24.981,20.6,4.381
Data356,356.0,17.86,17.8,0.06
Data357,357.0,18.918,21.7,2.782
Data358,358.0,21.005,22.7,1.695
Data359,359.0,17.481,22.6,5.119
Data360,360.0,22.629,25.0,2.371
Data361,361.0,16.054,19.9,3.846
Data362,362.0,21.886,20.8,1.086
Data363,363.0,18.408,16.8,1.608
Data364,364.0,39.273,21.9,17.373
Data365,365.0,32.446,27.5,4.946
Data366,366.0,16.054,21.9,5.846
Data367,367.0,18.918,23.1,4.182
Data368,368.0,42.481,50.0,7.519
Data369,369.0,34.755,50.0,15.245
Data370,370.0,42.481,50.0,7.519
Data371,371.0,29.774,50.0,20.226
Data372,372.0,29.774,50.0,20.226
Data373,373.0,12.733,13.8,1.067
Data374,374.0,12.733,13.8,1.067
Data375,375.0,20.051,15.0,5.051
Data376,376.0,13.142,13.9,0.758
Data377,377.0,13.142,13.3,0.158
Data378,378.0,13.142,13.1,0.042
Data379,379.0,13.142,10.2,2.942
Data380,380.0,16.054,10.4,5.654
Data381,381.0,13.142,10.9,2.242
Data382,382.0,12.733,11.3,1.433
Data383,383.0,12.733,12.3,0.433
Data384,384.0,12.733,8.8,3.933
Data385,385.0,12.733,7.2,5.533
Data386,386.0,12.733,10.5,2.233
Data387,387.0,12.733,7.4,5.333
Data388,388.0,12.733,10.2,2.533
Data389,389.0,12.733,11.5,1.233
Data390,390.0,16.054,15.1,0.954
Data391,391.0,16.054,23.2,7.146
Data392,392.0,12.733,9.7,3.033
Data393,393.0,16.054,13.8,2.254
Data394,394.0,16.054,12.7,3.354
Data395,395.0,16.054,13.1,2.954
Data396,396.0,16.054,12.5,3.554
Data397,397.0,14.959,8.5,6.459
Data398,398.0,12.733,5.0,7.733
Data399,399.0,12.733,6.3,6.433
Data400,400.0,11.792,5.6,6.192
Data401,401.0,13.945,7.2,6.745
Data402,402.0,13.945,12.1,1.845
Data403,403.0,14.631,8.3,6.331
Data404,404.0,12.733,8.5,4.233
Data405,405.0,12.733,5.0,7.733
Data406,406.0,12.733,11.9,0.833
Data407,407.0,19.397,27.9,8.503
Data408,408.0,14.17,17.2,3.03
Data409,409.0,15.383,27.5,12.117
Data410,410.0,29.774,15.0,14.774
Data411,411.0,14.579,17.2,2.621
Data412,412.0,14.17,17.9,3.73
Data413,413.0,14.974,16.3,1.326
Data414,414.0,12.733,7.0,5.733
Data415,415.0,11.792,7.2,4.592
Data416,416.0,12.733,7.5,5.233
Data417,417.0,12.733,10.4,2.333
Data418,418.0,13.142,8.8,4.342
Data419,419.0,13.827,8.4,5.427
Data420,420.0,17.016,16.7,0.316
Data421,421.0,17.016,14.2,2.816
Data422,422.0,17.491,20.8,3.309
Data423,423.0,14.579,13.4,1.179
Data424,424.0,17.491,11.7,5.791
Data425,425.0,13.142,8.3,4.842
Data426,426.0,17.491,10.2,7.291
Data427,427.0,17.97,10.9,7.07
Data428,428.0,15.25,11.0,4.25
Data429,429.0,13.142,9.5,3.642
Data430,430.0,15.383,14.5,0.883
Data431,431.0,15.383,14.1,1.283
Data432,432.0,21.091,16.1,4.991
Data433,433.0,17.016,14.3,2.716
Data434,434.0,17.016,11.7,5.316
Data435,435.0,14.156,13.4,0.756
Data436,436.0,16.054,9.6,6.454
Data437,437.0,11.792,8.7,3.092
Data438,438.0,12.733,8.4,4.333
Data439,439.0,13.827,12.8,1.027
Data440,440.0,15.25,10.5,4.75
Data441,441.0,16.054,17.1,1.046
Data442,442.0,17.016,18.4,1.384
Data443,443.0,16.054,15.4,0.654
Data444,444.0,12.733,10.8,1.933
Data445,445.0,14.156,11.8,2.356
Data446,446.0,17.016,14.9,2.116
Data447,447.0,17.016,12.6,4.416
Data448,448.0,17.016,14.1,2.916
Data449,449.0,16.054,13.0,3.054
Data450,450.0,17.016,13.4,3.616
Data451,451.0,17.016,15.2,1.816
Data452,452.0,17.016,16.1,0.916
Data453,453.0,19.586,17.8,1.786
Data454,454.0,17.016,14.9,2.116
Data455,455.0,17.016,14.1,2.916
Data456,456.0,17.016,12.7,4.316
Data457,457.0,17.016,13.5,3.516
Data458,458.0,17.016,14.9,2.116
Data459,459.0,17.97,20.0,2.03
Data460,460.0,17.016,16.4,0.616
Data461,461.0,17.97,17.7,0.27
Data462,462.0,17.97,19.5,1.53
Data463,463.0,20.294,20.2,0.094
Data464,464.0,19.397,21.4,2.003
Data465,465.0,17.97,19.9,1.93
Data466,466.0,17.016,19.0,1.984
Data467,467.0,14.579,19.1,4.521
Data468,468.0,17.491,19.1,1.609
Data469,469.0,17.491,20.1,2.609
Data470,470.0,16.397,19.9,3.503
Data471,471.0,16.81,19.6,2.79
Data472,472.0,17.491,23.2,5.709
Data473,473.0,22.864,29.8,6.936
Data474,474.0,14.974,13.8,1.174
Data475,475.0,14.579,13.3,1.279
Data476,476.0,14.908,16.7,1.792
Data477,477.0,12.733,12.0,0.733
Data478,478.0,14.908,14.6,0.308
Data479,479.0,19.397,21.4,2.003
Data480,480.0,21.091,23.0,1.909
Data481,481.0,24.527,23.7,0.827
Data482,482.0,25.712,25.0,0.712
Data483,483.0,21.091,21.8,0.709
Data484,484.0,19.397,20.6,1.203
Data485,485.0,21.287,21.2,0.087
Data486,486.0,17.016,19.1,2.084
Data487,487.0,20.294,20.6,0.306
Data488,488.0,14.908,15.2,0.292
Data489,489.0,12.733,7.0,5.733
Data490,490.0,12.733,8.1,4.633
Data491,491.0,14.908,13.6,1.308
Data492,492.0,20.294,20.1,0.194
Data493,493.0,21.862,21.8,0.062
Data494,494.0,20.586,24.5,3.914
Data495,495.0,19.23,23.1,3.87
Data496,496.0,15.265,19.7,4.435
Data497,497.0,18.356,18.3,0.056
Data498,498.0,20.586,21.2,0.614
Data499,499.0,17.545,17.5,0.045
Data500,500.0,17.545,16.8,0.745
Data501,501.0,19.254,22.4,3.146
Data502,502.0,19.254,20.6,1.346
Data503,503.0,27.381,23.9,3.481
Data504,504.0,22.291,22.0,0.291
Data505,505.0,21.425,11.9,9.525
