,Num,Predicted Val,Actual Val,Bias
Data216,216.0,23.194,23.3,0.106
Data217,217.0,26.338,28.7,2.362
Data218,218.0,23.194,21.5,1.694
Data219,219.0,24.32,23.0,1.32
Data220,220.0,29.804,26.7,3.104
Data221,221.0,24.32,21.7,2.62
Data222,222.0,29.804,27.5,2.304
Data223,223.0,26.338,30.1,3.762
Data224,224.0,42.931,44.8,1.869
Data225,225.0,42.931,50.0,7.069
Data226,226.0,40.666,37.6,3.066
Data227,227.0,32.572,31.6,0.972
Data228,228.0,34.511,46.7,12.189
Data229,229.0,24.022,31.5,7.478
Data230,230.0,21.587,24.3,2.713
Data231,231.0,32.572,31.7,0.872
Data232,232.0,42.931,41.7,1.231
Data233,233.0,42.931,48.3,5.369
Data234,234.0,27.672,29.0,1.328
Data235,235.0,21.587,24.0,2.413
Data236,236.0,27.672,25.1,2.572
Data237,237.0,33.359,31.5,1.859
Data238,238.0,24.022,23.7,0.322
Data239,239.0,26.338,23.3,3.038
Data240,240.0,28.47,22.0,6.47
Data241,241.0,21.587,20.1,1.487
Data242,242.0,22.986,22.2,0.786
Data243,243.0,22.986,23.7,0.714
Data244,244.0,20.041,17.6,2.441
Data245,245.0,20.041,18.5,1.541
Data246,246.0,22.573,24.3,1.727
Data247,247.0,22.573,20.5,2.073
Data248,248.0,22.573,24.5,1.927
Data249,249.0,24.889,26.2,1.311
Data250,250.0,22.573,24.4,1.827
Data251,251.0,22.573,24.8,2.227
Data252,252.0,29.257,29.6,0.343
Data253,253.0,40.238,42.8,2.562
Data254,254.0,22.573,21.9,0.673
Data255,255.0,21.173,20.9,0.273
Data256,256.0,34.559,44.0,9.441
Data257,257.0,44.194,50.0,5.806
Data258,258.0,33.772,36.0,2.228
Data259,259.0,28.47,30.1,1.63
Data260,260.0,33.772,33.8,0.028
Data261,261.0,37.204,43.1,5.896
Data262,262.0,44.194,48.8,4.606
Data263,263.0,33.772,31.0,2.772
Data264,264.0,33.772,36.5,2.728
Data265,265.0,20.455,22.8,2.345
Data266,266.0,28.47,30.7,2.23
Data267,267.0,44.194,50.0,5.806
Data268,268.0,34.559,43.5,8.941
Data269,269.0,24.32,20.7,3.62
Data270,270.0,21.171,21.1,0.071
Data271,271.0,22.986,25.2,2.214
Data272,272.0,24.022,24.4,0.378
Data273,273.0,35.845,35.2,0.645
Data274,274.0,27.672,32.4,4.728
Data275,275.0,29.257,32.0,2.743
Data276,276.0,33.906,33.2,0.706
Data277,277.0,30.591,33.1,2.509
Data278,278.0,24.022,29.1,5.078
Data279,279.0,29.257,35.1,5.843
Data280,280.0,39.374,45.4,6.026
Data281,281.0,29.257,35.4,6.143
Data282,282.0,39.776,46.0,6.224
Data283,283.0,44.194,50.0,5.806
Data284,284.0,28.47,32.2,3.73
Data285,285.0,25.292,22.0,3.292
Data286,286.0,22.986,20.1,2.886
Data287,287.0,22.986,23.2,0.214
Data288,288.0,22.986,22.3,0.686
Data289,289.0,24.022,24.8,0.778
Data290,290.0,29.257,28.5,0.757
Data291,291.0,32.123,37.3,5.177
Data292,292.0,26.338,27.9,1.562
Data293,293.0,21.86,23.9,2.04
Data294,294.0,20.045,21.7,1.655
Data295,295.0,26.338,28.6,2.262
Data296,296.0,24.022,27.1,3.078
Data297,297.0,20.045,20.3,0.255
Data298,298.0,22.573,22.5,0.073
Data299,299.0,28.47,29.0,0.53
Data300,300.0,28.47,24.8,3.67
Data301,301.0,24.889,22.0,2.889
Data302,302.0,22.573,26.4,3.827
Data303,303.0,29.257,33.1,3.843
Data304,304.0,32.572,36.1,3.528
Data305,305.0,27.609,28.4,0.791
Data306,306.0,32.572,33.4,0.828
Data307,307.0,28.47,28.2,0.27
Data308,308.0,26.338,22.8,3.538
Data309,309.0,21.171,20.3,0.871
Data310,310.0,18.913,16.1,2.813
Data311,311.0,22.986,22.1,0.886
Data312,312.0,21.171,19.4,1.771
Data313,313.0,22.986,21.6,1.386
Data314,314.0,24.022,23.8,0.222
Data315,315.0,20.045,16.2,3.845
Data316,316.0,21.171,17.8,3.371
Data317,317.0,21.171,19.8,1.371
Data318,318.0,22.986,23.1,0.114
Data319,319.0,22.986,21.0,1.986
Data320,320.0,23.278,23.8,0.522
Data321,321.0,22.242,23.1,0.858
Data322,322.0,20.427,20.4,0.027
Data323,323.0,20.427,18.5,1.927
Data324,324.0,23.278,25.0,1.722
Data325,325.0,23.278,24.6,1.322
Data326,326.0,22.242,23.0,0.758
Data327,327.0,20.427,22.2,1.773
Data328,328.0,21.173,19.3,1.873
Data329,329.0,22.573,22.6,0.027
Data330,330.0,22.573,19.8,2.773
Data331,331.0,21.587,17.1,4.487
Data332,332.0,21.587,19.4,2.187
Data333,333.0,22.242,22.2,0.042
Data334,334.0,22.242,20.7,1.542
Data335,335.0,20.843,21.1,0.257
Data336,336.0,20.843,19.5,1.343
Data337,337.0,20.843,18.5,2.343
Data338,338.0,20.843,20.6,0.243
Data339,339.0,20.843,19.0,1.843
Data340,340.0,20.843,18.7,2.143
Data341,341.0,34.559,32.7,1.859
Data342,342.0,23.843,16.5,7.343
Data343,343.0,26.16,23.9,2.26
Data344,344.0,29.257,31.2,1.943
Data345,345.0,21.173,17.5,3.673
Data346,346.0,21.173,17.2,3.973
Data347,347.0,22.573,23.1,0.527
Data348,348.0,24.377,24.5,0.123
Data349,349.0,25.238,26.6,1.362
Data350,350.0,22.928,22.9,0.028
Data351,351.0,22.928,24.1,1.172
Data352,352.0,20.258,18.6,1.658
Data353,353.0,29.31,30.1,0.79
Data354,354.0,18.382,18.2,0.182
Data355,355.0,19.514,20.6,1.086
Data356,356.0,19.931,17.8,2.131
Data357,357.0,19.931,21.7,1.769
Data358,358.0,19.931,22.7,2.769
Data359,359.0,16.894,22.6,5.706
Data360,360.0,16.894,25.0,8.106
Data361,361.0,16.894,19.9,3.006
Data362,362.0,18.148,20.8,2.652
Data363,363.0,19.931,16.8,3.131
Data364,364.0,34.375,21.9,12.475
Data365,365.0,18.148,27.5,9.352
Data366,366.0,18.148,21.9,3.752
Data367,367.0,17.077,23.1,6.023
Data368,368.0,28.491,50.0,21.509
Data369,369.0,30.656,50.0,19.344
Data370,370.0,33.753,50.0,16.247
Data371,371.0,16.894,50.0,33.106
Data372,372.0,19.931,50.0,30.069
Data373,373.0,15.902,13.8,2.102
Data374,374.0,15.902,13.8,2.102
Data375,375.0,19.587,15.0,4.587
Data376,376.0,17.277,13.9,3.377
Data377,377.0,17.277,13.3,3.977
Data378,378.0,16.894,13.1,3.794
Data379,379.0,16.894,10.2,6.694
Data380,380.0,17.277,10.4,6.877
Data381,381.0,16.894,10.9,5.994
Data382,382.0,15.902,11.3,4.602
Data383,383.0,15.902,12.3,3.602
Data384,384.0,15.902,8.8,7.102
Data385,385.0,15.902,7.2,8.702
Data386,386.0,15.902,10.5,5.402
Data387,387.0,15.902,7.4,8.502
Data388,388.0,15.902,10.2,5.702
Data389,389.0,15.902,11.5,4.402
Data390,390.0,15.902,15.1,0.802
Data391,391.0,15.902,23.2,7.298
Data392,392.0,15.902,9.7,6.202
Data393,393.0,16.894,13.8,3.094
Data394,394.0,15.902,12.7,3.202
Data395,395.0,16.894,13.1,3.794
Data396,396.0,16.894,12.5,4.394
Data397,397.0,15.902,8.5,7.402
Data398,398.0,15.902,5.0,10.902
Data399,399.0,15.902,6.3,9.602
Data400,400.0,15.902,5.6,10.302
Data401,401.0,16.894,7.2,9.694
Data402,402.0,16.894,12.1,4.794
Data403,403.0,15.902,8.3,7.602
Data404,404.0,15.902,8.5,7.402
Data405,405.0,15.902,5.0,10.902
Data406,406.0,15.902,11.9,4.002
Data407,407.0,18.148,27.9,9.752
Data408,408.0,15.902,17.2,1.298
Data409,409.0,17.277,27.5,10.223
Data410,410.0,17.077,15.0,2.077
Data411,411.0,14.859,17.2,2.341
Data412,412.0,12.413,17.9,5.487
Data413,413.0,15.902,16.3,0.398
Data414,414.0,12.413,7.0,5.413
Data415,415.0,13.406,7.2,6.206
Data416,416.0,14.859,7.5,7.359
Data417,417.0,13.442,10.4,3.042
Data418,418.0,12.413,8.8,3.613
Data419,419.0,14.859,8.4,6.459
Data420,420.0,16.894,16.7,0.194
Data421,421.0,15.902,14.2,1.702
Data422,422.0,18.148,20.8,2.652
Data423,423.0,13.406,13.4,0.006
Data424,424.0,13.442,11.7,1.742
Data425,425.0,12.413,8.3,4.113
Data426,426.0,13.442,10.2,3.242
Data427,427.0,14.434,10.9,3.534
Data428,428.0,14.434,11.0,3.434
Data429,429.0,13.406,9.5,3.906
Data430,430.0,15.823,14.5,1.323
Data431,431.0,15.888,14.1,1.788
Data432,432.0,15.823,16.1,0.277
Data433,433.0,15.823,14.3,1.523
Data434,434.0,15.823,11.7,4.123
Data435,435.0,15.888,13.4,2.488
Data436,436.0,14.434,9.6,4.834
Data437,437.0,13.406,8.7,4.706
Data438,438.0,12.413,8.4,4.013
Data439,439.0,15.902,12.8,3.102
Data440,440.0,15.902,10.5,5.402
Data441,441.0,16.894,17.1,0.206
Data442,442.0,16.894,18.4,1.506
Data443,443.0,16.894,15.4,1.494
Data444,444.0,15.902,10.8,5.102
Data445,445.0,13.406,11.8,1.606
Data446,446.0,16.894,14.9,1.994
Data447,447.0,16.894,12.6,4.294
Data448,448.0,16.894,14.1,2.794
Data449,449.0,16.894,13.0,3.894
Data450,450.0,15.888,13.4,2.488
Data451,451.0,17.277,15.2,2.077
Data452,452.0,16.894,16.1,0.794
Data453,453.0,19.587,17.8,1.787
Data454,454.0,14.859,14.9,0.041
Data455,455.0,14.434,14.1,0.334
Data456,456.0,12.413,12.7,0.287
Data457,457.0,15.688,13.5,2.188
Data458,458.0,16.894,14.9,1.994
Data459,459.0,18.148,20.0,1.852
Data460,460.0,17.277,16.4,0.877
Data461,461.0,16.894,17.7,0.806
Data462,462.0,16.894,19.5,2.606
Data463,463.0,16.894,20.2,3.306
Data464,464.0,16.894,21.4,4.506
Data465,465.0,18.148,19.9,1.752
Data466,466.0,15.688,19.0,3.312
Data467,467.0,15.902,19.1,3.198
Data468,468.0,18.148,19.1,0.952
Data469,469.0,18.148,20.1,1.952
Data470,470.0,16.894,19.9,3.006
Data471,471.0,16.894,19.6,2.706
Data472,472.0,16.894,23.2,6.306
Data473,473.0,19.587,29.8,10.213
Data474,474.0,15.902,13.8,2.102
Data475,475.0,16.894,13.3,3.594
Data476,476.0,16.894,16.7,0.194
Data477,477.0,15.902,12.0,3.902
Data478,478.0,16.894,14.6,2.294
Data479,479.0,16.894,21.4,4.506
Data480,480.0,16.894,23.0,6.106
Data481,481.0,18.962,23.7,4.738
Data482,482.0,21.272,25.0,3.728
Data483,483.0,18.148,21.8,3.652
Data484,484.0,18.148,20.6,2.452
Data485,485.0,16.894,21.2,4.306
Data486,486.0,16.894,19.1,2.206
Data487,487.0,18.148,20.6,2.452
Data488,488.0,17.302,15.2,2.102
Data489,489.0,17.302,7.0,10.302
Data490,490.0,17.302,8.1,9.202
Data491,491.0,17.302,13.6,3.702
Data492,492.0,17.302,20.1,2.798
Data493,493.0,18.716,21.8,3.084
Data494,494.0,19.842,24.5,4.658
Data495,495.0,17.584,23.1,5.516
Data496,496.0,17.584,19.7,2.116
Data497,497.0,19.842,18.3,1.542
Data498,498.0,19.842,21.2,1.358
Data499,499.0,17.584,17.5,0.084
Data500,500.0,19.842,16.8,3.042
Data501,501.0,22.363,22.4,0.037
Data502,502.0,21.327,20.6,0.727
Data503,503.0,28.943,23.9,5.043
Data504,504.0,22.363,22.0,0.363
Data505,505.0,19.512,11.9,7.612
