,Num,Predicted Val,Actual Val,Bias
Data214,214.0,17.978,23.7,5.722
Data215,215.0,24.044,25.0,0.956
Data216,216.0,19.421,23.3,3.879
Data217,217.0,26.93,28.7,1.77
Data218,218.0,17.978,21.5,3.522
Data219,219.0,26.93,23.0,3.93
Data220,220.0,25.459,26.7,1.241
Data221,221.0,17.978,21.7,3.722
Data222,222.0,25.459,27.5,2.041
Data223,223.0,26.93,30.1,3.17
Data224,224.0,37.192,44.8,7.608
Data225,225.0,36.259,50.0,13.741
Data226,226.0,38.985,37.6,1.385
Data227,227.0,28.119,31.6,3.481
Data228,228.0,36.24,46.7,10.46
Data229,229.0,29.8,31.5,1.7
Data230,230.0,21.7,24.3,2.6
Data231,231.0,31.252,31.7,0.448
Data232,232.0,41.274,41.7,0.426
Data233,233.0,37.192,48.3,11.108
Data234,234.0,26.93,29.0,2.07
Data235,235.0,22.574,24.0,1.426
Data236,236.0,27.387,25.1,2.287
Data237,237.0,36.259,31.5,4.759
Data238,238.0,25.233,23.7,1.533
Data239,239.0,27.167,23.3,3.867
Data240,240.0,25.459,22.0,3.459
Data241,241.0,20.294,20.1,0.194
Data242,242.0,21.7,22.2,0.5
Data243,243.0,25.233,23.7,1.533
Data244,244.0,19.421,17.6,1.821
Data245,245.0,17.978,18.5,0.522
Data246,246.0,24.501,24.3,0.201
Data247,247.0,23.525,20.5,3.025
Data248,248.0,24.501,24.5,0.001
Data249,249.0,27.167,26.2,0.967
Data250,250.0,25.233,24.4,0.833
Data251,251.0,27.866,24.8,3.066
Data252,252.0,32.545,29.6,2.945
Data253,253.0,38.985,42.8,3.815
Data254,254.0,25.233,21.9,3.333
Data255,255.0,24.002,20.9,3.102
Data256,256.0,41.274,44.0,2.726
Data257,257.0,36.259,50.0,13.741
Data258,258.0,30.063,36.0,5.937
Data259,259.0,28.119,30.1,1.981
Data260,260.0,30.063,33.8,3.737
Data261,261.0,34.559,43.1,8.541
Data262,262.0,34.559,48.8,14.241
Data263,263.0,30.063,31.0,0.937
Data264,264.0,30.063,36.5,6.437
Data265,265.0,23.545,22.8,0.745
Data266,266.0,18.637,30.7,12.063
Data267,267.0,34.559,50.0,15.441
Data268,268.0,41.273,43.5,2.227
Data269,269.0,22.264,20.7,1.564
Data270,270.0,21.301,21.1,0.201
Data271,271.0,25.233,25.2,0.033
Data272,272.0,25.978,24.4,1.578
Data273,273.0,33.607,35.2,1.593
Data274,274.0,32.545,32.4,0.145
Data275,275.0,32.545,32.0,0.545
Data276,276.0,30.3,33.2,2.9
Data277,277.0,32.545,33.1,0.555
Data278,278.0,25.233,29.1,3.867
Data279,279.0,28.867,35.1,6.233
Data280,280.0,37.192,45.4,8.208
Data281,281.0,29.819,35.4,5.581
Data282,282.0,39.481,46.0,6.519
Data283,283.0,38.985,50.0,11.015
Data284,284.0,25.978,32.2,6.222
Data285,285.0,24.044,22.0,2.044
Data286,286.0,20.33,20.1,0.23
Data287,287.0,25.233,23.2,2.033
Data288,288.0,24.044,22.3,1.744
Data289,289.0,25.978,24.8,1.178
Data290,290.0,32.545,28.5,4.045
Data291,291.0,35.678,37.3,1.622
Data292,292.0,28.867,27.9,0.967
Data293,293.0,24.044,23.9,0.144
Data294,294.0,22.574,21.7,0.874
Data295,295.0,27.167,28.6,1.433
Data296,296.0,25.978,27.1,1.122
Data297,297.0,18.637,20.3,1.663
Data298,298.0,26.933,22.5,4.433
Data299,299.0,28.867,29.0,0.133
Data300,300.0,28.119,24.8,3.319
Data301,301.0,24.508,22.0,2.508
Data302,302.0,24.501,26.4,1.899
Data303,303.0,28.867,33.1,4.233
Data304,304.0,30.3,36.1,5.8
Data305,305.0,25.978,28.4,2.422
Data306,306.0,34.559,33.4,1.159
Data307,307.0,25.978,28.2,2.222
Data308,308.0,30.752,22.8,7.952
Data309,309.0,23.525,20.3,3.225
Data310,310.0,19.421,16.1,3.321
Data311,311.0,25.233,22.1,3.133
Data312,312.0,23.525,19.4,4.125
Data313,313.0,24.996,21.6,3.396
Data314,314.0,26.93,23.8,3.13
Data315,315.0,23.026,16.2,6.826
Data316,316.0,17.978,17.8,0.178
Data317,317.0,18.637,19.8,1.163
Data318,318.0,22.574,23.1,0.526
Data319,319.0,20.294,21.0,0.706
Data320,320.0,25.233,23.8,1.433
Data321,321.0,25.233,23.1,2.133
Data322,322.0,24.044,20.4,3.644
Data323,323.0,23.026,18.5,4.526
Data324,324.0,25.233,25.0,0.233
Data325,325.0,26.933,24.6,2.333
Data326,326.0,25.233,23.0,2.233
Data327,327.0,20.294,22.2,1.906
Data328,328.0,21.665,19.3,2.365
Data329,329.0,24.781,22.6,2.181
Data330,330.0,23.592,19.8,3.792
Data331,331.0,20.294,17.1,3.194
Data332,332.0,24.044,19.4,4.644
Data333,333.0,25.233,22.2,3.033
Data334,334.0,25.233,20.7,4.533
Data335,335.0,24.044,21.1,2.944
Data336,336.0,23.545,19.5,4.045
Data337,337.0,24.497,18.5,5.997
Data338,338.0,24.044,20.6,3.444
Data339,339.0,24.044,19.0,5.044
Data340,340.0,24.044,18.7,5.344
Data341,341.0,31.252,32.7,1.448
Data342,342.0,24.544,16.5,8.044
Data343,343.0,27.624,23.9,3.724
Data344,344.0,28.867,31.2,2.333
Data345,345.0,21.665,17.5,4.165
Data346,346.0,19.421,17.2,2.221
Data347,347.0,27.167,23.1,4.067
Data348,348.0,27.167,24.5,2.667
Data349,349.0,27.167,26.6,0.567
Data350,350.0,25.233,22.9,2.333
Data351,351.0,27.624,24.1,3.524
Data352,352.0,23.592,18.6,4.992
Data353,353.0,29.8,30.1,0.3
Data354,354.0,23.545,18.2,5.345
Data355,355.0,24.734,20.6,4.134
Data356,356.0,16.275,17.8,1.525
Data357,357.0,18.688,21.7,3.012
Data358,358.0,22.616,22.7,0.084
Data359,359.0,18.688,22.6,3.912
Data360,360.0,23.592,25.0,1.408
Data361,361.0,17.984,19.9,1.916
Data362,362.0,22.616,20.8,1.816
Data363,363.0,16.275,16.8,0.525
Data364,364.0,24.192,21.9,2.292
Data365,365.0,25.733,27.5,1.767
Data366,366.0,17.984,21.9,3.916
Data367,367.0,17.334,23.1,5.766
Data368,368.0,30.653,50.0,19.347
Data369,369.0,40.352,50.0,9.648
Data370,370.0,45.41,50.0,4.59
Data371,371.0,24.544,50.0,25.456
Data372,372.0,24.544,50.0,25.456
Data373,373.0,12.186,13.8,1.614
Data374,374.0,12.186,13.8,1.614
Data375,375.0,19.644,15.0,4.644
Data376,376.0,11.554,13.9,2.346
Data377,377.0,16.275,13.3,2.975
Data378,378.0,10.711,13.1,2.389
Data379,379.0,15.626,10.2,5.426
Data380,380.0,17.093,10.4,6.693
Data381,381.0,15.626,10.9,4.726
Data382,382.0,11.961,11.3,0.661
Data383,383.0,11.961,12.3,0.339
Data384,384.0,11.554,8.8,2.754
Data385,385.0,11.554,7.2,4.354
Data386,386.0,10.711,10.5,0.211
Data387,387.0,10.711,7.4,3.311
Data388,388.0,11.554,10.2,1.354
Data389,389.0,16.275,11.5,4.775
Data390,390.0,16.979,15.1,1.879
Data391,391.0,16.275,23.2,6.925
Data392,392.0,11.554,9.7,1.854
Data393,393.0,16.979,13.8,3.179
Data394,394.0,16.33,12.7,3.63
Data395,395.0,16.979,13.1,3.879
Data396,396.0,16.275,12.5,3.775
Data397,397.0,16.275,8.5,7.775
Data398,398.0,9.937,5.0,4.937
Data399,399.0,11.961,6.3,5.661
Data400,400.0,10.711,5.6,5.111
Data401,401.0,15.626,7.2,8.426
Data402,402.0,16.275,12.1,4.175
Data403,403.0,15.487,8.3,7.187
Data404,404.0,9.937,8.5,1.437
Data405,405.0,9.937,5.0,4.937
Data406,406.0,11.554,11.9,0.346
Data407,407.0,20.791,27.9,7.109
Data408,408.0,11.961,17.2,5.239
Data409,409.0,15.626,27.5,11.874
Data410,410.0,19.355,15.0,4.355
Data411,411.0,15.626,17.2,1.574
Data412,412.0,11.554,17.9,6.346
Data413,413.0,14.783,16.3,1.517
Data414,414.0,9.937,7.0,2.937
Data415,415.0,11.554,7.2,4.354
Data416,416.0,11.554,7.5,4.054
Data417,417.0,10.711,10.4,0.311
Data418,418.0,14.783,8.8,5.983
Data419,419.0,11.554,8.4,3.154
Data420,420.0,15.626,16.7,1.074
Data421,421.0,16.275,14.2,2.075
Data422,422.0,17.334,20.8,3.466
Data423,423.0,11.961,13.4,1.439
Data424,424.0,16.275,11.7,4.575
Data425,425.0,11.554,8.3,3.254
Data426,426.0,15.626,10.2,5.426
Data427,427.0,14.783,10.9,3.883
Data428,428.0,15.109,11.0,4.109
Data429,429.0,11.961,9.5,2.461
Data430,430.0,16.275,14.5,1.775
Data431,431.0,16.275,14.1,2.175
Data432,432.0,19.355,16.1,3.255
Data433,433.0,16.275,14.3,1.975
Data434,434.0,15.626,11.7,3.926
Data435,435.0,11.554,13.4,1.846
Data436,436.0,15.626,9.6,6.026
Data437,437.0,11.554,8.7,2.854
Data438,438.0,11.554,8.4,3.154
Data439,439.0,11.961,12.8,0.839
Data440,440.0,13.994,10.5,3.494
Data441,441.0,16.275,17.1,0.825
Data442,442.0,16.979,18.4,1.421
Data443,443.0,16.275,15.4,0.875
Data444,444.0,11.554,10.8,0.754
Data445,445.0,11.554,11.8,0.246
Data446,446.0,16.275,14.9,1.375
Data447,447.0,16.979,12.6,4.379
Data448,448.0,16.275,14.1,2.175
Data449,449.0,16.275,13.0,3.275
Data450,450.0,16.275,13.4,2.875
Data451,451.0,16.275,15.2,1.075
Data452,452.0,16.275,16.1,0.175
Data453,453.0,16.275,17.8,1.525
Data454,454.0,16.275,14.9,1.375
Data455,455.0,16.275,14.1,2.175
Data456,456.0,16.275,12.7,3.575
Data457,457.0,16.275,13.5,2.775
Data458,458.0,16.275,14.9,1.375
Data459,459.0,16.979,20.0,3.021
Data460,460.0,16.275,16.4,0.125
Data461,461.0,16.979,17.7,0.721
Data462,462.0,18.688,19.5,0.812
Data463,463.0,21.665,20.2,1.465
Data464,464.0,18.688,21.4,2.712
Data465,465.0,17.984,19.9,1.916
Data466,466.0,16.275,19.0,2.725
Data467,467.0,16.275,19.1,2.825
Data468,468.0,15.626,19.1,3.474
Data469,469.0,17.062,20.1,3.038
Data470,470.0,17.712,19.9,2.188
Data471,471.0,19.421,19.6,0.179
Data472,472.0,17.712,23.2,5.488
Data473,473.0,20.791,29.8,9.009
Data474,474.0,16.275,13.8,2.475
Data475,475.0,11.961,13.3,1.339
Data476,476.0,16.275,16.7,0.425
Data477,477.0,11.554,12.0,0.446
Data478,478.0,16.275,14.6,1.675
Data479,479.0,19.644,21.4,1.756
Data480,480.0,21.665,23.0,1.335
Data481,481.0,23.592,23.7,0.108
Data482,482.0,24.781,25.0,0.219
Data483,483.0,21.665,21.8,0.135
Data484,484.0,19.421,20.6,1.179
Data485,485.0,21.665,21.2,0.465
Data486,486.0,17.712,19.1,1.388
Data487,487.0,21.665,20.6,1.065
Data488,488.0,17.053,15.2,1.853
Data489,489.0,13.13,7.0,6.13
Data490,490.0,13.13,8.1,5.03
Data491,491.0,17.053,13.6,3.453
Data492,492.0,17.712,20.1,2.388
Data493,493.0,21.665,21.8,0.135
Data494,494.0,19.421,24.5,5.079
Data495,495.0,17.978,23.1,5.122
Data496,496.0,17.978,19.7,1.722
Data497,497.0,19.421,18.3,1.121
Data498,498.0,19.421,21.2,1.779
Data499,499.0,18.637,17.5,1.137
Data500,500.0,19.421,16.8,2.621
Data501,501.0,25.978,22.4,3.578
Data502,502.0,24.996,20.6,4.396
Data503,503.0,27.167,23.9,3.267
Data504,504.0,27.167,22.0,5.167
Data505,505.0,24.996,11.9,13.096
