,Num,Predicted Val,Actual Val,Bias
Data131,131.0,20.348,19.6,0.748
Data132,132.0,21.99,23.0,1.01
Data133,133.0,18.754,18.4,0.354
Data134,134.0,16.799,15.6,1.199
Data135,135.0,17.818,18.1,0.282
Data136,136.0,17.818,17.4,0.418
Data137,137.0,18.754,17.1,1.654
Data138,138.0,16.799,13.3,3.499
Data139,139.0,16.799,17.8,1.001
Data140,140.0,14.477,14.0,0.477
Data141,141.0,11.838,14.4,2.562
Data142,142.0,14.398,13.4,0.998
Data143,143.0,14.305,15.6,1.295
Data144,144.0,12.529,11.8,0.729
Data145,145.0,14.305,13.8,0.505
Data146,146.0,17.818,15.6,2.218
Data147,147.0,12.529,14.6,2.071
Data148,148.0,11.838,17.8,5.962
Data149,149.0,16.799,15.4,1.399
Data150,150.0,19.639,21.5,1.861
Data151,151.0,20.44,19.6,0.84
Data152,152.0,20.44,15.3,5.14
Data153,153.0,18.754,19.4,0.646
Data154,154.0,18.754,17.0,1.754
Data155,155.0,18.754,15.6,3.154
Data156,156.0,17.91,13.1,4.81
Data157,157.0,31.141,41.3,10.159
Data158,158.0,25.174,24.3,0.874
Data159,159.0,25.174,23.3,1.874
Data160,160.0,26.803,27.0,0.197
Data161,161.0,36.405,50.0,13.595
Data162,162.0,41.391,50.0,8.609
Data163,163.0,44.158,50.0,5.842
Data164,164.0,20.348,22.7,2.352
Data165,165.0,23.11,25.0,1.89
Data166,166.0,44.158,50.0,5.842
Data167,167.0,20.348,23.8,3.452
Data168,168.0,21.99,23.8,1.81
Data169,169.0,21.017,22.3,1.283
Data170,170.0,18.754,17.4,1.354
Data171,171.0,20.348,19.1,1.248
Data172,172.0,18.754,23.1,4.346
Data173,173.0,23.11,23.6,0.49
Data174,174.0,23.11,22.6,0.51
Data175,175.0,27.062,29.4,2.338
Data176,176.0,23.11,23.2,0.09
Data177,177.0,25.174,24.6,0.574
Data178,178.0,27.354,29.9,2.546
Data179,179.0,29.242,37.2,7.958
Data180,180.0,39.069,39.8,0.731
Data181,181.0,23.11,36.2,13.09
Data182,182.0,31.141,37.9,6.759
Data183,183.0,26.803,32.5,5.697
Data184,184.0,19.639,26.4,6.761
Data185,185.0,20.348,29.6,9.252
Data186,186.0,44.158,50.0,5.842
Data187,187.0,28.716,32.0,3.284
Data188,188.0,28.693,29.8,1.107
Data189,189.0,30.874,34.9,4.026
Data190,190.0,30.874,37.0,6.126
Data191,191.0,30.874,30.5,0.374
Data192,192.0,36.405,36.4,0.005
Data193,193.0,30.874,31.1,0.226
Data194,194.0,26.795,29.1,2.305
Data195,195.0,43.187,50.0,6.813
Data196,196.0,30.874,33.3,2.426
Data197,197.0,29.784,30.3,0.516
Data198,198.0,30.705,34.6,3.895
Data199,199.0,30.874,34.9,4.026
Data200,200.0,30.874,32.9,2.026
Data201,201.0,25.615,24.1,1.515
Data202,202.0,40.421,42.3,1.879
Data203,203.0,40.42,48.5,8.08
Data204,204.0,43.187,50.0,6.813
Data205,205.0,23.11,22.6,0.51
Data206,206.0,21.99,24.4,2.41
Data207,207.0,16.799,22.5,5.701
Data208,208.0,18.754,24.4,5.646
Data209,209.0,16.353,20.0,3.647
Data210,210.0,17.49,21.7,4.21
Data211,211.0,16.517,19.3,2.783
Data212,212.0,17.818,22.4,4.582
Data213,213.0,23.11,28.1,4.99
Data214,214.0,14.289,23.7,9.411
Data215,215.0,23.11,25.0,1.89
Data216,216.0,20.348,23.3,2.952
Data217,217.0,23.11,28.7,5.59
Data218,218.0,17.49,21.5,4.01
Data219,219.0,23.11,23.0,0.11
Data220,220.0,27.28,26.7,0.58
Data221,221.0,17.49,21.7,4.21
Data222,222.0,27.28,27.5,0.22
Data223,223.0,24.254,30.1,5.846
Data224,224.0,44.158,44.8,0.642
Data225,225.0,44.158,50.0,5.842
Data226,226.0,44.158,37.6,6.558
Data227,227.0,27.354,31.6,4.246
Data228,228.0,40.421,46.7,6.279
Data229,229.0,29.829,31.5,1.671
Data230,230.0,20.348,24.3,3.952
Data231,231.0,32.863,31.7,1.163
Data232,232.0,44.158,41.7,2.458
Data233,233.0,44.158,48.3,4.142
Data234,234.0,26.434,29.0,2.566
Data235,235.0,23.11,24.0,0.89
Data236,236.0,23.11,25.1,1.99
Data237,237.0,34.873,31.5,3.373
Data238,238.0,25.637,23.7,1.937
Data239,239.0,26.535,23.3,3.235
Data240,240.0,24.559,22.0,2.559
Data241,241.0,20.348,20.1,0.248
Data242,242.0,22.378,22.2,0.178
Data243,243.0,26.795,23.7,3.095
Data244,244.0,20.348,17.6,2.748
Data245,245.0,16.799,18.5,1.701
Data246,246.0,23.11,24.3,1.19
Data247,247.0,23.11,20.5,2.61
Data248,248.0,23.11,24.5,1.39
Data249,249.0,28.716,26.2,2.516
Data250,250.0,24.275,24.4,0.125
Data251,251.0,29.829,24.8,5.029
Data252,252.0,33.641,29.6,4.041
Data253,253.0,40.42,42.8,2.38
Data254,254.0,25.637,21.9,3.737
Data255,255.0,24.472,20.9,3.572
Data256,256.0,33.641,44.0,10.359
Data257,257.0,42.147,50.0,7.853
Data258,258.0,29.784,36.0,6.216
Data259,259.0,28.716,30.1,1.384
Data260,260.0,31.408,33.8,2.392
Data261,261.0,33.471,43.1,9.629
Data262,262.0,39.989,48.8,8.811
Data263,263.0,27.325,31.0,3.675
Data264,264.0,29.784,36.5,6.716
Data265,265.0,23.11,22.8,0.31
Data266,266.0,20.935,30.7,9.765
Data267,267.0,39.069,50.0,10.931
Data268,268.0,33.641,43.5,9.859
Data269,269.0,20.348,20.7,0.352
Data270,270.0,20.348,21.1,0.752
Data271,271.0,24.275,25.2,0.925
Data272,272.0,24.254,24.4,0.146
Data273,273.0,36.252,35.2,1.052
Data274,274.0,28.975,32.4,3.425
Data275,275.0,36.405,32.0,4.405
Data276,276.0,30.705,33.2,2.495
Data277,277.0,30.874,33.1,2.226
Data278,278.0,25.615,29.1,3.485
Data279,279.0,28.975,35.1,6.125
Data280,280.0,43.187,45.4,2.213
Data281,281.0,28.975,35.4,6.425
Data282,282.0,40.421,46.0,5.579
Data283,283.0,43.187,50.0,6.813
Data284,284.0,29.784,32.2,2.416
Data285,285.0,25.615,22.0,3.615
Data286,286.0,20.348,20.1,0.248
Data287,287.0,25.637,23.2,2.437
Data288,288.0,25.615,22.3,3.315
Data289,289.0,24.472,24.8,0.328
Data290,290.0,33.641,28.5,5.141
Data291,291.0,30.874,37.3,6.426
Data292,292.0,26.795,27.9,1.105
Data293,293.0,24.254,23.9,0.354
Data294,294.0,23.11,21.7,1.41
Data295,295.0,25.174,28.6,3.426
Data296,296.0,24.254,27.1,2.846
Data297,297.0,18.754,20.3,1.546
Data298,298.0,26.795,22.5,4.295
Data299,299.0,30.874,29.0,1.874
Data300,300.0,28.716,24.8,3.916
Data301,301.0,24.472,22.0,2.472
Data302,302.0,25.615,26.4,0.785
Data303,303.0,30.874,33.1,2.226
Data304,304.0,30.705,36.1,5.395
Data305,305.0,24.472,28.4,3.928
Data306,306.0,30.705,33.4,2.695
Data307,307.0,27.796,28.2,0.404
Data308,308.0,28.96,22.8,6.16
Data309,309.0,23.11,20.3,2.81
Data310,310.0,20.44,16.1,4.34
Data311,311.0,25.174,22.1,3.074
Data312,312.0,20.348,19.4,0.948
Data313,313.0,24.254,21.6,2.654
Data314,314.0,23.11,23.8,0.69
Data315,315.0,21.017,16.2,4.817
Data316,316.0,17.49,17.8,0.31
Data317,317.0,18.754,19.8,1.046
Data318,318.0,23.11,23.1,0.01
Data319,319.0,20.348,21.0,0.652
Data320,320.0,24.254,23.8,0.454
Data321,321.0,25.174,23.1,2.074
Data322,322.0,24.254,20.4,3.854
Data323,323.0,20.348,18.5,1.848
Data324,324.0,25.174,25.0,0.174
Data325,325.0,27.062,24.6,2.462
Data326,326.0,25.174,23.0,2.174
Data327,327.0,20.348,22.2,1.852
Data328,328.0,23.11,19.3,3.81
Data329,329.0,24.275,22.6,1.675
Data330,330.0,23.11,19.8,3.31
Data331,331.0,20.348,17.1,3.248
Data332,332.0,24.254,19.4,4.854
Data333,333.0,26.803,22.2,4.603
Data334,334.0,25.174,20.7,4.474
Data335,335.0,24.254,21.1,3.154
Data336,336.0,23.11,19.5,3.61
Data337,337.0,23.11,18.5,4.61
Data338,338.0,24.254,20.6,3.654
Data339,339.0,23.11,19.0,4.11
Data340,340.0,23.11,18.7,4.41
Data341,341.0,28.716,32.7,3.984
Data342,342.0,24.254,16.5,7.754
Data343,343.0,25.615,23.9,1.715
Data344,344.0,30.874,31.2,0.326
Data345,345.0,23.11,17.5,5.61
Data346,346.0,20.348,17.2,3.148
Data347,347.0,25.637,23.1,2.537
Data348,348.0,26.535,24.5,2.035
Data349,349.0,28.716,26.6,2.116
Data350,350.0,25.637,22.9,2.737
Data351,351.0,25.637,24.1,1.537
Data352,352.0,25.615,18.6,7.015
Data353,353.0,28.975,30.1,1.125
Data354,354.0,25.615,18.2,7.415
Data355,355.0,25.637,20.6,5.037
Data356,356.0,15.791,17.8,2.009
Data357,357.0,19.34,21.7,2.36
Data358,358.0,20.009,22.7,2.691
Data359,359.0,19.34,22.6,3.26
Data360,360.0,24.185,25.0,0.815
Data361,361.0,17.746,19.9,2.154
Data362,362.0,24.142,20.8,3.342
Data363,363.0,17.746,16.8,0.946
Data364,364.0,32.457,21.9,10.557
Data365,365.0,24.368,27.5,3.132
Data366,366.0,19.731,21.9,2.169
Data367,367.0,20.44,23.1,2.66
Data368,368.0,29.922,50.0,20.078
Data369,369.0,30.72,50.0,19.28
Data370,370.0,34.118,50.0,15.882
Data371,371.0,23.041,50.0,26.959
Data372,372.0,24.185,50.0,25.815
Data373,373.0,11.838,13.8,1.962
Data374,374.0,11.838,13.8,1.962
Data375,375.0,19.974,15.0,4.974
Data376,376.0,14.562,13.9,0.662
Data377,377.0,16.425,13.3,3.125
Data378,378.0,13.469,13.1,0.369
Data379,379.0,15.791,10.2,5.591
Data380,380.0,16.425,10.4,6.025
Data381,381.0,15.791,10.9,4.891
Data382,382.0,13.469,11.3,2.169
Data383,383.0,12.607,12.3,0.307
Data384,384.0,11.838,8.8,3.038
Data385,385.0,11.838,7.2,4.638
Data386,386.0,11.838,10.5,1.338
Data387,387.0,11.838,7.4,4.438
Data388,388.0,11.838,10.2,1.638
Data389,389.0,15.022,11.5,3.522
Data390,390.0,15.791,15.1,0.691
Data391,391.0,15.791,23.2,7.409
Data392,392.0,11.838,9.7,2.138
Data393,393.0,17.746,13.8,3.946
Data394,394.0,16.81,12.7,4.11
Data395,395.0,15.791,13.1,2.691
Data396,396.0,15.791,12.5,3.291
Data397,397.0,15.791,8.5,7.291
Data398,398.0,12.607,5.0,7.607
Data399,399.0,12.607,6.3,6.307
Data400,400.0,12.607,5.6,7.007
Data401,401.0,15.791,7.2,8.591
Data402,402.0,15.791,12.1,3.691
Data403,403.0,15.022,8.3,6.722
Data404,404.0,12.607,8.5,4.107
Data405,405.0,14.562,5.0,9.562
Data406,406.0,13.793,11.9,1.893
Data407,407.0,19.34,27.9,8.56
Data408,408.0,12.607,17.2,4.593
Data409,409.0,16.425,27.5,11.075
Data410,410.0,20.983,15.0,5.983
Data411,411.0,15.791,17.2,1.409
Data412,412.0,11.838,17.9,6.062
Data413,413.0,15.022,16.3,1.278
Data414,414.0,11.838,7.0,4.838
Data415,415.0,12.607,7.2,5.407
Data416,416.0,13.241,7.5,5.741
Data417,417.0,11.838,10.4,1.438
Data418,418.0,15.791,8.8,6.991
Data419,419.0,16.425,8.4,8.025
Data420,420.0,17.746,16.7,1.046
Data421,421.0,17.746,14.2,3.546
Data422,422.0,18.631,20.8,2.169
Data423,423.0,14.562,13.4,1.162
Data424,424.0,15.791,11.7,4.091
Data425,425.0,13.469,8.3,5.169
Data426,426.0,17.746,10.2,7.546
Data427,427.0,17.746,10.9,6.846
Data428,428.0,15.791,11.0,4.791
Data429,429.0,13.469,9.5,3.969
Data430,430.0,15.791,14.5,1.291
Data431,431.0,16.425,14.1,2.325
Data432,432.0,19.34,16.1,3.24
Data433,433.0,16.81,14.3,2.51
Data434,434.0,17.746,11.7,6.046
Data435,435.0,14.562,13.4,1.162
Data436,436.0,15.791,9.6,6.191
Data437,437.0,12.607,8.7,3.907
Data438,438.0,12.607,8.4,4.207
Data439,439.0,14.562,12.8,1.762
Data440,440.0,15.791,10.5,5.291
Data441,441.0,15.791,17.1,1.309
Data442,442.0,16.81,18.4,1.59
Data443,443.0,15.791,15.4,0.391
Data444,444.0,13.469,10.8,2.669
Data445,445.0,13.469,11.8,1.669
Data446,446.0,15.791,14.9,0.891
Data447,447.0,16.81,12.6,4.21
Data448,448.0,15.791,14.1,1.691
Data449,449.0,15.791,13.0,2.791
Data450,450.0,16.425,13.4,3.025
Data451,451.0,15.791,15.2,0.591
Data452,452.0,15.791,16.1,0.309
Data453,453.0,17.444,17.8,0.356
Data454,454.0,16.425,14.9,1.525
Data455,455.0,15.791,14.1,1.691
Data456,456.0,15.791,12.7,3.091
Data457,457.0,16.81,13.5,3.31
Data458,458.0,16.81,14.9,1.91
Data459,459.0,17.746,20.0,2.254
Data460,460.0,16.81,16.4,0.41
Data461,461.0,17.746,17.7,0.046
Data462,462.0,18.631,19.5,0.869
Data463,463.0,23.041,20.2,2.841
Data464,464.0,19.34,21.4,2.06
Data465,465.0,18.631,19.9,1.269
Data466,466.0,15.791,19.0,3.209
Data467,467.0,15.791,19.1,3.309
Data468,468.0,15.791,19.1,3.309
Data469,469.0,17.746,20.1,2.354
Data470,470.0,16.81,19.9,3.09
Data471,471.0,19.34,19.6,0.26
Data472,472.0,17.746,23.2,5.454
Data473,473.0,19.974,29.8,9.826
Data474,474.0,15.791,13.8,1.991
Data475,475.0,13.469,13.3,0.169
Data476,476.0,15.791,16.7,0.909
Data477,477.0,11.838,12.0,0.162
Data478,478.0,15.791,14.6,1.191
Data479,479.0,19.34,21.4,2.06
Data480,480.0,23.041,23.0,0.041
Data481,481.0,24.819,23.7,1.119
Data482,482.0,24.8,25.0,0.2
Data483,483.0,23.041,21.8,1.241
Data484,484.0,19.34,20.6,1.26
Data485,485.0,23.041,21.2,1.841
Data486,486.0,17.746,19.1,1.354
Data487,487.0,20.009,20.6,0.591
Data488,488.0,16.799,15.2,1.599
Data489,489.0,12.7,7.0,5.7
Data490,490.0,11.838,8.1,3.738
Data491,491.0,16.799,13.6,3.199
Data492,492.0,20.348,20.1,0.248
Data493,493.0,20.348,21.8,1.452
Data494,494.0,20.348,24.5,4.152
Data495,495.0,16.799,23.1,6.301
Data496,496.0,15.022,19.7,4.678
Data497,497.0,19.639,18.3,1.339
Data498,498.0,20.348,21.2,0.852
Data499,499.0,18.754,17.5,1.254
Data500,500.0,18.754,16.8,1.954
Data501,501.0,23.11,22.4,0.71
Data502,502.0,23.11,20.6,2.51
Data503,503.0,28.983,23.9,5.083
Data504,504.0,27.354,22.0,5.354
Data505,505.0,24.254,11.9,12.354
