,Num,Predicted Val,Actual Val,Bias
Data317,317.0,18.25,19.8,1.55
Data318,318.0,23.254,23.1,0.154
Data319,319.0,21.414,21.0,0.414
Data320,320.0,25.225,23.8,1.425
Data321,321.0,25.264,23.1,2.164
Data322,322.0,23.914,20.4,3.514
Data323,323.0,19.783,18.5,1.283
Data324,324.0,25.857,25.0,0.857
Data325,325.0,26.271,24.6,1.671
Data326,326.0,25.19,23.0,2.19
Data327,327.0,20.199,22.2,2.001
Data328,328.0,23.614,19.3,4.314
Data329,329.0,25.909,22.6,3.309
Data330,330.0,23.668,19.8,3.868
Data331,331.0,20.79,17.1,3.69
Data332,332.0,24.365,19.4,4.965
Data333,333.0,24.885,22.2,2.685
Data334,334.0,24.153,20.7,3.453
Data335,335.0,23.02,21.1,1.92
Data336,336.0,21.374,19.5,1.874
Data337,337.0,20.661,18.5,2.161
Data338,338.0,23.05,20.6,2.45
Data339,339.0,21.867,19.0,2.867
Data340,340.0,22.117,18.7,3.417
Data341,341.0,33.911,32.7,1.211
Data342,342.0,27.337,16.5,10.837
Data343,343.0,26.595,23.9,2.695
Data344,344.0,28.577,31.2,2.623
Data345,345.0,21.318,17.5,3.818
Data346,346.0,19.244,17.2,2.044
Data347,347.0,24.924,23.1,1.824
Data348,348.0,26.732,24.5,2.232
Data349,349.0,26.554,26.6,0.046
Data350,350.0,24.368,22.9,1.468
Data351,351.0,24.885,24.1,0.785
Data352,352.0,21.696,18.6,3.096
Data353,353.0,28.283,30.1,1.817
Data354,354.0,18.318,18.2,0.118
Data355,355.0,20.535,20.6,0.065
Data356,356.0,16.427,17.8,1.373
Data357,357.0,20.516,21.7,1.184
Data358,358.0,21.495,22.7,1.205
Data359,359.0,19.997,22.6,2.603
Data360,360.0,25.052,25.0,0.052
Data361,361.0,18.607,19.9,1.293
Data362,362.0,21.482,20.8,0.682
Data363,363.0,19.283,16.8,2.483
Data364,364.0,35.308,21.9,13.408
Data365,365.0,20.793,27.5,6.707
Data366,366.0,15.748,21.9,6.152
Data367,367.0,11.948,23.1,11.152
Data368,368.0,25.964,50.0,24.036
Data369,369.0,32.343,50.0,17.657
Data370,370.0,29.871,50.0,20.129
Data371,371.0,23.715,50.0,26.285
Data372,372.0,28.362,50.0,21.638
Data373,373.0,13.223,13.8,0.577
Data374,374.0,9.802,13.8,3.998
Data375,375.0,20.859,15.0,5.859
Data376,376.0,12.86,13.9,1.04
Data377,377.0,14.922,13.3,1.622
Data378,378.0,12.088,13.1,1.012
Data379,379.0,13.602,10.2,3.402
Data380,380.0,12.947,10.4,2.547
Data381,381.0,13.687,10.9,2.787
Data382,382.0,13.338,11.3,2.038
Data383,383.0,13.021,12.3,0.721
Data384,384.0,7.32,8.8,1.48
Data385,385.0,12.832,7.2,5.632
Data386,386.0,6.524,10.5,3.976
Data387,387.0,8.482,7.4,1.082
Data388,388.0,10.41,10.2,0.21
Data389,389.0,14.182,11.5,2.682
Data390,390.0,16.409,15.1,1.309
Data391,391.0,15.33,23.2,7.87
Data392,392.0,11.718,9.7,2.018
Data393,393.0,17.979,13.8,4.179
Data394,394.0,17.172,12.7,4.472
Data395,395.0,16.67,13.1,3.57
Data396,396.0,15.495,12.5,2.995
Data397,397.0,14.685,8.5,6.185
Data398,398.0,8.197,5.0,3.197
Data399,399.0,13.158,6.3,6.858
Data400,400.0,12.527,5.6,6.927
Data401,401.0,13.946,7.2,6.746
Data402,402.0,14.398,12.1,2.298
Data403,403.0,11.995,8.3,3.695
Data404,404.0,7.193,8.5,1.307
Data405,405.0,7.83,5.0,2.83
Data406,406.0,8.485,11.9,3.415
Data407,407.0,22.08,27.9,5.82
Data408,408.0,14.45,17.2,2.75
Data409,409.0,15.389,27.5,12.111
Data410,410.0,16.957,15.0,1.957
Data411,411.0,13.92,17.2,3.28
Data412,412.0,9.476,17.9,8.424
Data413,413.0,11.18,16.3,5.12
Data414,414.0,7.767,7.0,0.767
Data415,415.0,10.541,7.2,3.341
Data416,416.0,11.691,7.5,4.191
Data417,417.0,8.383,10.4,2.017
Data418,418.0,6.209,8.8,2.591
Data419,419.0,11.777,8.4,3.377
Data420,420.0,17.287,16.7,0.587
Data421,421.0,16.952,14.2,2.752
Data422,422.0,19.675,20.8,1.125
Data423,423.0,12.934,13.4,0.466
Data424,424.0,16.451,11.7,4.751
Data425,425.0,11.662,8.3,3.362
Data426,426.0,17.731,10.2,7.531
Data427,427.0,15.416,10.9,4.516
Data428,428.0,12.91,11.0,1.91
Data429,429.0,11.834,9.5,2.334
Data430,430.0,16.306,14.5,1.806
Data431,431.0,15.761,14.1,1.661
Data432,432.0,20.612,16.1,4.512
Data433,433.0,16.295,14.3,1.995
Data434,434.0,16.067,11.7,4.367
Data435,435.0,11.512,13.4,1.888
Data436,436.0,12.849,9.6,3.249
Data437,437.0,10.406,8.7,1.706
Data438,438.0,13.901,8.4,5.501
Data439,439.0,13.145,12.8,0.345
Data440,440.0,12.778,10.5,2.278
Data441,441.0,14.29,17.1,2.81
Data442,442.0,16.643,18.4,1.757
Data443,443.0,14.703,15.4,0.697
Data444,444.0,12.075,10.8,1.275
Data445,445.0,11.009,11.8,0.791
Data446,446.0,15.524,14.9,0.624
Data447,447.0,16.352,12.6,3.752
Data448,448.0,15.503,14.1,1.403
Data449,449.0,14.697,13.0,1.697
Data450,450.0,15.434,13.4,2.034
Data451,451.0,16.849,15.2,1.649
Data452,452.0,16.563,16.1,0.463
Data453,453.0,18.049,17.8,0.249
Data454,454.0,13.901,14.9,0.999
Data455,455.0,15.029,14.1,0.929
Data456,456.0,13.332,12.7,0.632
Data457,457.0,14.768,13.5,1.268
Data458,458.0,16.634,14.9,1.734
Data459,459.0,18.332,20.0,1.668
Data460,460.0,17.68,16.4,1.28
Data461,461.0,19.019,17.7,1.319
Data462,462.0,19.17,19.5,0.33
Data463,463.0,23.031,20.2,2.831
Data464,464.0,20.056,21.4,1.344
Data465,465.0,18.734,19.9,1.166
Data466,466.0,15.102,19.0,3.898
Data467,467.0,15.217,19.1,3.883
Data468,468.0,17.825,19.1,1.275
Data469,469.0,20.237,20.1,0.137
Data470,470.0,18.249,19.9,1.651
Data471,471.0,20.802,19.6,1.202
Data472,472.0,20.158,23.2,3.042
Data473,473.0,23.984,29.8,5.816
Data474,474.0,17.133,13.8,3.333
Data475,475.0,14.7,13.3,1.4
Data476,476.0,17.147,16.7,0.447
Data477,477.0,14.446,12.0,2.446
Data478,478.0,16.814,14.6,2.214
Data479,479.0,20.144,21.4,1.256
Data480,480.0,22.474,23.0,0.526
Data481,481.0,25.064,23.7,1.364
Data482,482.0,25.173,25.0,0.173
Data483,483.0,21.465,21.8,0.335
Data484,484.0,19.69,20.6,0.91
Data485,485.0,22.193,21.2,0.993
Data486,486.0,18.971,19.1,0.129
Data487,487.0,21.502,20.6,0.902
Data488,488.0,15.426,15.2,0.226
Data489,489.0,12.796,7.0,5.796
Data490,490.0,11.336,8.1,3.236
Data491,491.0,16.433,13.6,2.833
Data492,492.0,19.667,20.1,0.433
Data493,493.0,20.499,21.8,1.301
Data494,494.0,20.226,24.5,4.274
Data495,495.0,16.923,23.1,6.177
Data496,496.0,14.295,19.7,5.405
Data497,497.0,19.386,18.3,1.086
Data498,498.0,20.808,21.2,0.392
Data499,499.0,18.28,17.5,0.78
Data500,500.0,19.671,16.8,2.871
Data501,501.0,24.209,22.4,1.809
Data502,502.0,22.843,20.6,2.243
Data503,503.0,28.677,23.9,4.777
Data504,504.0,27.158,22.0,5.158
Data505,505.0,22.818,11.9,10.918
