,Num,Predicted Val,Actual Val,Bias
Data60,60.0,18.958,18.7,0.258
Data61,61.0,17.174,16.0,1.174
Data62,62.0,26.913,22.2,4.713
Data63,63.0,23.249,25.0,1.751
Data64,64.0,23.249,33.0,9.751
Data65,65.0,30.943,23.5,7.443
Data66,66.0,23.562,19.4,4.162
Data67,67.0,23.249,22.0,1.249
Data68,68.0,18.958,17.4,1.558
Data69,69.0,23.249,20.9,2.349
Data70,70.0,26.913,24.2,2.713
Data71,71.0,23.249,21.7,1.549
Data72,72.0,27.525,22.8,4.725
Data73,73.0,25.333,23.4,1.933
Data74,74.0,26.913,24.1,2.813
Data75,75.0,23.249,21.4,1.849
Data76,76.0,22.67,20.0,2.67
Data77,77.0,23.249,20.8,2.449
Data78,78.0,22.67,21.2,1.47
Data79,79.0,23.249,20.3,2.949
Data80,80.0,27.525,28.0,0.475
Data81,81.0,26.913,23.9,3.013
Data82,82.0,26.913,24.8,2.113
Data83,83.0,25.333,22.9,2.433
Data84,84.0,23.249,23.9,0.651
Data85,85.0,26.913,26.6,0.313
Data86,86.0,19.926,22.5,2.574
Data87,87.0,23.249,22.2,1.049
Data88,88.0,27.525,23.6,3.925
Data89,89.0,27.525,28.7,1.175
Data90,90.0,23.249,22.6,0.649
Data91,91.0,24.484,22.0,2.484
Data92,92.0,24.484,22.9,1.584
Data93,93.0,26.913,25.0,1.913
Data94,94.0,23.249,20.6,2.649
Data95,95.0,26.913,28.4,1.487
Data96,96.0,22.67,21.4,1.27
Data97,97.0,32.093,38.7,6.607
Data98,98.0,32.093,43.8,11.707
Data99,99.0,26.913,33.2,6.287
Data100,100.0,23.249,27.5,4.251
Data101,101.0,25.333,26.5,1.167
Data102,102.0,23.249,18.6,4.649
Data103,103.0,18.958,19.3,0.342
Data104,104.0,21.702,20.1,1.602
Data105,105.0,15.914,19.5,3.586
Data106,106.0,14.718,19.5,4.782
Data107,107.0,17.174,20.4,3.226
Data108,108.0,21.702,19.8,1.902
Data109,109.0,17.174,19.4,2.226
Data110,110.0,18.958,21.7,2.742
Data111,111.0,23.249,22.8,0.449
Data112,112.0,17.807,18.8,0.993
Data113,113.0,17.807,18.7,0.893
Data114,114.0,23.249,18.5,4.749
Data115,115.0,19.068,18.3,0.768
Data116,116.0,22.67,21.2,1.47
Data117,117.0,23.249,19.2,4.049
Data118,118.0,19.068,20.4,1.332
Data119,119.0,19.926,19.3,0.626
Data120,120.0,19.068,22.0,2.932
Data121,121.0,19.068,20.3,1.232
Data122,122.0,18.113,20.5,2.387
Data123,123.0,16.668,17.3,0.632
Data124,124.0,18.113,18.8,0.687
Data125,125.0,18.142,21.4,3.258
Data126,126.0,16.668,15.7,0.968
Data127,127.0,15.914,16.2,0.286
Data128,128.0,17.174,18.0,0.826
Data129,129.0,14.718,14.3,0.418
Data130,130.0,21.702,19.2,2.502
Data131,131.0,21.702,19.6,2.102
Data132,132.0,21.702,23.0,1.298
Data133,133.0,17.174,18.4,1.226
Data134,134.0,15.914,15.6,0.314
Data135,135.0,15.914,18.1,2.186
Data136,136.0,15.914,17.4,1.486
Data137,137.0,17.174,17.1,0.074
Data138,138.0,13.324,13.3,0.024
Data139,139.0,14.718,17.8,3.082
Data140,140.0,13.324,14.0,0.676
Data141,141.0,13.324,14.4,1.076
Data142,142.0,19.257,13.4,5.857
Data143,143.0,17.863,15.6,2.263
Data144,144.0,17.863,11.8,6.063
Data145,145.0,17.863,13.8,4.063
Data146,146.0,19.257,15.6,3.657
Data147,147.0,17.863,14.6,3.263
Data148,148.0,17.863,17.8,0.063
Data149,149.0,17.863,15.4,2.463
Data150,150.0,19.257,21.5,2.243
Data151,151.0,20.115,19.6,0.515
Data152,152.0,22.332,15.3,7.032
Data153,153.0,19.257,19.4,0.143
Data154,154.0,20.115,17.0,3.115
Data155,155.0,20.115,15.6,4.515
Data156,156.0,19.257,13.1,6.157
Data157,157.0,35.192,41.3,6.108
Data158,158.0,30.011,24.3,5.711
Data159,159.0,26.497,23.3,3.197
Data160,160.0,29.044,27.0,2.044
Data161,161.0,38.899,50.0,11.101
Data162,162.0,37.319,50.0,12.681
Data163,163.0,36.403,50.0,13.597
Data164,164.0,22.332,22.7,0.368
Data165,165.0,25.647,25.0,0.647
Data166,166.0,37.983,50.0,12.017
Data167,167.0,22.332,23.8,1.468
Data168,168.0,22.332,23.8,1.468
Data169,169.0,22.332,22.3,0.032
Data170,170.0,19.257,17.4,1.857
Data171,171.0,22.332,19.1,3.232
Data172,172.0,19.381,23.1,3.719
Data173,173.0,23.562,23.6,0.038
Data174,174.0,23.562,22.6,0.962
Data175,175.0,28.538,29.4,0.862
Data176,176.0,23.562,23.2,0.362
Data177,177.0,27.926,24.6,3.326
Data178,178.0,27.926,29.9,1.974
Data179,179.0,30.943,37.2,6.257
Data180,180.0,26.346,39.8,13.454
Data181,181.0,23.562,36.2,12.638
Data182,182.0,30.943,37.9,6.957
Data183,183.0,28.538,32.5,3.962
Data184,184.0,19.381,26.4,7.019
Data185,185.0,20.239,29.6,9.361
Data186,186.0,33.106,50.0,16.894
Data187,187.0,30.011,32.0,1.989
Data188,188.0,33.614,29.8,3.814
Data189,189.0,30.624,34.9,4.276
Data190,190.0,33.028,37.0,3.972
Data191,191.0,33.028,30.5,2.528
Data192,192.0,36.219,36.4,0.181
Data193,193.0,33.028,31.1,1.928
Data194,194.0,35.303,29.1,6.203
Data195,195.0,39.558,50.0,10.442
Data196,196.0,36.717,33.3,3.417
Data197,197.0,27.063,30.3,3.237
Data198,198.0,29.847,34.6,4.753
Data199,199.0,31.528,34.9,3.372
Data200,200.0,33.217,32.9,0.317
Data201,201.0,28.432,24.1,4.332
Data202,202.0,37.981,42.3,4.319
Data203,203.0,39.558,48.5,8.942
Data204,204.0,39.558,50.0,10.442
Data205,205.0,22.67,22.6,0.07
Data206,206.0,22.67,24.4,1.73
Data207,207.0,18.113,22.5,4.387
Data208,208.0,19.926,24.4,4.474
Data209,209.0,18.113,20.0,1.887
Data210,210.0,18.113,21.7,3.587
Data211,211.0,18.113,19.3,1.187
Data212,212.0,18.665,22.4,3.735
Data213,213.0,24.484,28.1,3.616
Data214,214.0,16.719,23.7,6.981
Data215,215.0,24.484,25.0,0.516
Data216,216.0,20.239,23.3,3.061
Data217,217.0,23.562,28.7,5.138
Data218,218.0,19.687,21.5,1.813
Data219,219.0,24.577,23.0,1.577
Data220,220.0,24.577,26.7,2.123
Data221,221.0,19.687,21.7,2.013
Data222,222.0,24.577,27.5,2.923
Data223,223.0,26.346,30.1,3.754
Data224,224.0,36.813,44.8,7.987
Data225,225.0,35.897,50.0,14.103
Data226,226.0,36.813,37.6,0.787
Data227,227.0,27.926,31.6,3.674
Data228,228.0,34.134,46.7,12.566
Data229,229.0,34.134,31.5,2.634
Data230,230.0,22.983,24.3,1.317
Data231,231.0,30.049,31.7,1.651
Data232,232.0,36.813,41.7,4.887
Data233,233.0,36.813,48.3,11.487
Data234,234.0,26.511,29.0,2.489
Data235,235.0,22.983,24.0,1.017
Data236,236.0,24.577,25.1,0.523
Data237,237.0,33.733,31.5,2.233
Data238,238.0,27.926,23.7,4.226
Data239,239.0,26.346,23.3,3.046
Data240,240.0,22.983,22.0,0.983
Data241,241.0,22.983,20.1,2.883
Data242,242.0,22.983,22.2,0.783
Data243,243.0,30.049,23.7,6.349
Data244,244.0,21.702,17.6,4.102
Data245,245.0,17.146,18.5,1.354
Data246,246.0,24.484,24.3,0.184
Data247,247.0,23.249,20.5,2.749
Data248,248.0,24.484,24.5,0.016
Data249,249.0,26.913,26.2,0.713
Data250,250.0,26.913,24.4,2.513
Data251,251.0,31.432,24.8,6.632
Data252,252.0,31.432,29.6,1.832
Data253,253.0,31.432,42.8,11.368
Data254,254.0,27.926,21.9,6.026
Data255,255.0,23.562,20.9,2.662
Data256,256.0,37.797,44.0,6.203
Data257,257.0,34.696,50.0,15.304
Data258,258.0,30.83,36.0,5.17
Data259,259.0,31.679,30.1,1.579
Data260,260.0,28.895,33.8,4.905
Data261,261.0,31.679,43.1,11.421
Data262,262.0,31.679,48.8,17.121
Data263,263.0,25.58,31.0,5.42
Data264,264.0,30.83,36.5,5.67
Data265,265.0,24.327,22.8,1.527
Data266,266.0,26.024,30.7,4.676
Data267,267.0,31.679,50.0,18.321
Data268,268.0,37.887,43.5,5.613
Data269,269.0,18.958,20.7,1.742
Data270,270.0,18.958,21.1,2.142
Data271,271.0,26.913,25.2,1.713
Data272,272.0,24.484,24.4,0.084
Data273,273.0,25.333,35.2,9.867
Data274,274.0,32.554,32.4,0.154
Data275,275.0,35.711,32.0,3.711
Data276,276.0,26.346,33.2,6.854
Data277,277.0,32.554,33.1,0.546
Data278,278.0,27.926,29.1,1.174
Data279,279.0,34.717,35.1,0.383
Data280,280.0,37.797,45.4,7.603
Data281,281.0,36.881,35.4,1.481
Data282,282.0,36.217,46.0,9.783
Data283,283.0,43.344,50.0,6.656
Data284,284.0,27.582,32.2,4.618
Data285,285.0,25.647,22.0,3.647
Data286,286.0,18.958,20.1,1.142
Data287,287.0,27.926,23.2,4.726
Data288,288.0,26.346,22.3,4.046
Data289,289.0,23.562,24.8,1.238
Data290,290.0,33.01,28.5,4.51
Data291,291.0,33.01,37.3,4.29
Data292,292.0,29.93,27.9,2.03
Data293,293.0,23.562,23.9,0.338
Data294,294.0,23.562,21.7,1.862
Data295,295.0,27.926,28.6,0.674
Data296,296.0,26.346,27.1,0.754
Data297,297.0,19.381,20.3,0.919
Data298,298.0,33.028,22.5,10.528
Data299,299.0,33.028,29.0,4.028
Data300,300.0,30.011,24.8,5.211
Data301,301.0,23.562,22.0,1.562
Data302,302.0,23.562,26.4,2.838
Data303,303.0,30.943,33.1,2.157
Data304,304.0,26.913,36.1,9.187
Data305,305.0,24.484,28.4,3.916
Data306,306.0,26.913,33.4,6.487
Data307,307.0,25.333,28.2,2.867
Data308,308.0,32.093,22.8,9.293
Data309,309.0,23.249,20.3,2.949
Data310,310.0,22.67,16.1,6.57
Data311,311.0,26.913,22.1,4.813
Data312,312.0,22.67,19.4,3.27
Data313,313.0,24.484,21.6,2.884
Data314,314.0,24.484,23.8,0.684
Data315,315.0,22.67,16.2,6.47
Data316,316.0,18.113,17.8,0.313
Data317,317.0,17.807,19.8,1.993
Data318,318.0,23.249,23.1,0.149
Data319,319.0,21.101,21.0,0.101
Data320,320.0,26.913,23.8,3.113
Data321,321.0,26.913,23.1,3.813
Data322,322.0,24.484,20.4,4.084
Data323,323.0,22.67,18.5,4.17
Data324,324.0,26.913,25.0,1.913
Data325,325.0,29.93,24.6,5.33
Data326,326.0,26.913,23.0,3.913
Data327,327.0,21.101,22.2,1.099
Data328,328.0,23.562,19.3,4.262
Data329,329.0,26.346,22.6,3.746
Data330,330.0,23.562,19.8,3.762
Data331,331.0,22.983,17.1,5.883
Data332,332.0,23.562,19.4,4.162
Data333,333.0,27.525,22.2,5.325
Data334,334.0,26.913,20.7,6.213
Data335,335.0,24.484,21.1,3.384
Data336,336.0,23.249,19.5,3.749
Data337,337.0,23.249,18.5,4.749
Data338,338.0,24.484,20.6,3.884
Data339,339.0,23.249,19.0,4.249
Data340,340.0,23.249,18.7,4.549
Data341,341.0,30.624,32.7,2.076
Data342,342.0,25.647,16.5,9.147
Data343,343.0,27.926,23.9,4.026
Data344,344.0,31.528,31.2,0.328
Data345,345.0,23.249,17.5,5.749
Data346,346.0,21.101,17.2,3.901
Data347,347.0,26.913,23.1,3.813
Data348,348.0,27.926,24.5,3.426
Data349,349.0,26.913,26.6,0.313
Data350,350.0,26.913,22.9,4.013
Data351,351.0,27.525,24.1,3.425
Data352,352.0,24.484,18.6,5.884
Data353,353.0,33.106,30.1,3.006
Data354,354.0,24.484,18.2,6.284
Data355,355.0,27.525,20.6,6.925
Data356,356.0,14.718,17.8,3.082
Data357,357.0,18.958,21.7,2.742
Data358,358.0,21.702,22.7,0.998
Data359,359.0,20.133,22.6,2.467
Data360,360.0,26.632,25.0,1.632
Data361,361.0,17.174,19.9,2.726
Data362,362.0,23.249,20.8,2.449
Data363,363.0,18.958,16.8,2.158
Data364,364.0,28.094,21.9,6.194
Data365,365.0,29.061,27.5,1.561
Data366,366.0,17.174,21.9,4.726
Data367,367.0,18.958,23.1,4.142
Data368,368.0,34.242,50.0,15.758
Data369,369.0,32.662,50.0,17.338
Data370,370.0,32.662,50.0,17.338
Data371,371.0,23.249,50.0,26.751
Data372,372.0,24.263,50.0,25.737
Data373,373.0,13.324,13.8,0.476
Data374,374.0,13.324,13.8,0.476
Data375,375.0,18.958,15.0,3.958
Data376,376.0,13.324,13.9,0.576
Data377,377.0,13.324,13.3,0.024
Data378,378.0,13.324,13.1,0.224
Data379,379.0,13.324,10.2,3.124
Data380,380.0,15.914,10.4,5.514
Data381,381.0,13.324,10.9,2.424
Data382,382.0,13.324,11.3,2.024
Data383,383.0,13.324,12.3,1.024
Data384,384.0,13.324,8.8,4.524
Data385,385.0,13.324,7.2,6.124
Data386,386.0,13.324,10.5,2.824
Data387,387.0,13.324,7.4,5.924
Data388,388.0,13.324,10.2,3.124
Data389,389.0,13.324,11.5,1.824
Data390,390.0,15.914,15.1,0.814
Data391,391.0,14.718,23.2,8.482
Data392,392.0,13.324,9.7,3.624
Data393,393.0,17.174,13.8,3.374
Data394,394.0,15.914,12.7,3.214
Data395,395.0,15.914,13.1,2.814
Data396,396.0,13.324,12.5,0.824
Data397,397.0,13.324,8.5,4.824
Data398,398.0,13.324,5.0,8.324
Data399,399.0,13.324,6.3,7.024
Data400,400.0,13.324,5.6,7.724
Data401,401.0,13.324,7.2,6.124
Data402,402.0,13.324,12.1,1.224
Data403,403.0,13.324,8.3,5.024
Data404,404.0,13.324,8.5,4.824
Data405,405.0,13.324,5.0,8.324
Data406,406.0,13.324,11.9,1.424
Data407,407.0,21.702,27.9,6.198
Data408,408.0,14.199,17.2,3.001
Data409,409.0,14.199,27.5,13.301
Data410,410.0,24.263,15.0,9.263
Data411,411.0,14.199,17.2,3.001
Data412,412.0,14.199,17.9,3.701
Data413,413.0,14.199,16.3,2.101
Data414,414.0,13.324,7.0,6.324
Data415,415.0,13.324,7.2,6.124
Data416,416.0,13.324,7.5,5.824
Data417,417.0,13.324,10.4,2.924
Data418,418.0,13.324,8.8,4.524
Data419,419.0,13.324,8.4,4.924
Data420,420.0,17.174,16.7,0.474
Data421,421.0,17.174,14.2,2.974
Data422,422.0,17.174,20.8,3.626
Data423,423.0,13.324,13.4,0.076
Data424,424.0,15.914,11.7,4.214
Data425,425.0,13.324,8.3,5.024
Data426,426.0,17.174,10.2,6.974
Data427,427.0,17.174,10.9,6.274
Data428,428.0,13.324,11.0,2.324
Data429,429.0,13.324,9.5,3.824
Data430,430.0,15.914,14.5,1.414
Data431,431.0,14.199,14.1,0.099
Data432,432.0,21.702,16.1,5.602
Data433,433.0,17.174,14.3,2.874
Data434,434.0,17.174,11.7,5.474
Data435,435.0,13.324,13.4,0.076
Data436,436.0,15.914,9.6,6.314
Data437,437.0,13.324,8.7,4.624
Data438,438.0,13.324,8.4,4.924
Data439,439.0,13.324,12.8,0.524
Data440,440.0,13.324,10.5,2.824
Data441,441.0,13.324,17.1,3.776
Data442,442.0,17.174,18.4,1.226
Data443,443.0,14.718,15.4,0.682
Data444,444.0,13.324,10.8,2.524
Data445,445.0,13.324,11.8,1.524
Data446,446.0,15.914,14.9,1.014
Data447,447.0,17.174,12.6,4.574
Data448,448.0,15.914,14.1,1.814
Data449,449.0,13.324,13.0,0.324
Data450,450.0,15.914,13.4,2.514
Data451,451.0,15.914,15.2,0.714
Data452,452.0,15.914,16.1,0.186
Data453,453.0,17.174,17.8,0.626
Data454,454.0,15.914,14.9,1.014
Data455,455.0,15.914,14.1,1.814
Data456,456.0,14.718,12.7,2.018
Data457,457.0,15.914,13.5,2.414
Data458,458.0,17.174,14.9,2.274
Data459,459.0,17.174,20.0,2.826
Data460,460.0,17.174,16.4,0.774
Data461,461.0,17.174,17.7,0.526
Data462,462.0,17.174,19.5,2.326
Data463,463.0,23.249,20.2,3.049
Data464,464.0,18.958,21.4,2.442
Data465,465.0,17.174,19.9,2.726
Data466,466.0,15.914,19.0,3.086
Data467,467.0,14.199,19.1,4.901
Data468,468.0,15.914,19.1,3.186
Data469,469.0,17.174,20.1,2.926
Data470,470.0,17.174,19.9,2.726
Data471,471.0,18.958,19.6,0.642
Data472,472.0,17.174,23.2,6.026
Data473,473.0,21.702,29.8,8.098
Data474,474.0,15.914,13.8,2.114
Data475,475.0,14.199,13.3,0.899
Data476,476.0,15.914,16.7,0.786
Data477,477.0,13.324,12.0,1.324
Data478,478.0,15.914,14.6,1.314
Data479,479.0,18.958,21.4,2.442
Data480,480.0,23.249,23.0,0.249
Data481,481.0,23.249,23.7,0.451
Data482,482.0,26.913,25.0,1.913
Data483,483.0,23.249,21.8,1.449
Data484,484.0,18.958,20.6,1.642
Data485,485.0,23.249,21.2,2.049
Data486,486.0,17.174,19.1,1.926
Data487,487.0,21.702,20.6,1.102
Data488,488.0,15.914,15.2,0.714
Data489,489.0,14.199,7.0,7.199
Data490,490.0,13.324,8.1,5.224
Data491,491.0,15.914,13.6,2.314
Data492,492.0,18.958,20.1,1.142
Data493,493.0,22.67,21.8,0.87
Data494,494.0,19.926,24.5,4.574
Data495,495.0,16.881,23.1,6.219
Data496,496.0,15.793,19.7,3.907
Data497,497.0,18.142,18.3,0.158
Data498,498.0,19.926,21.2,1.274
Data499,499.0,18.142,17.5,0.642
Data500,500.0,18.142,16.8,1.342
Data501,501.0,23.249,22.4,0.849
Data502,502.0,23.249,20.6,2.649
Data503,503.0,27.525,23.9,3.625
Data504,504.0,26.913,22.0,4.913
Data505,505.0,23.249,11.9,11.349
