,Num,Predicted Val,Actual Val,Bias
Data120,120.0,20.735,22.0,1.265
Data121,121.0,20.735,20.3,0.435
Data122,122.0,18.66,20.5,1.84
Data123,123.0,15.323,17.3,1.977
Data124,124.0,18.66,18.8,0.14
Data125,125.0,18.66,21.4,2.74
Data126,126.0,15.323,15.7,0.377
Data127,127.0,18.66,16.2,2.46
Data128,128.0,18.66,18.0,0.66
Data129,129.0,18.675,14.3,4.375
Data130,130.0,19.47,19.2,0.27
Data131,131.0,18.66,19.6,0.94
Data132,132.0,21.545,23.0,1.455
Data133,133.0,18.66,18.4,0.26
Data134,134.0,18.66,15.6,3.06
Data135,135.0,18.66,18.1,0.56
Data136,136.0,18.66,17.4,1.26
Data137,137.0,18.66,17.1,1.56
Data138,138.0,17.536,13.3,4.236
Data139,139.0,18.66,17.8,0.86
Data140,140.0,17.536,14.0,3.536
Data141,141.0,14.0,14.4,0.4
Data142,142.0,14.0,13.4,0.6
Data143,143.0,14.0,15.6,1.6
Data144,144.0,14.0,11.8,2.2
Data145,145.0,15.323,13.8,1.523
Data146,146.0,18.66,15.6,3.06
Data147,147.0,14.0,14.6,0.6
Data148,148.0,14.0,17.8,3.8
Data149,149.0,16.517,15.4,1.117
Data150,150.0,18.66,21.5,2.84
Data151,151.0,17.337,19.6,2.263
Data152,152.0,17.352,15.3,2.052
Data153,153.0,18.66,19.4,0.74
Data154,154.0,18.66,17.0,1.66
Data155,155.0,20.076,15.6,4.476
Data156,156.0,16.693,13.1,3.593
Data157,157.0,29.342,41.3,11.958
Data158,158.0,23.502,24.3,0.798
Data159,159.0,25.029,23.3,1.729
Data160,160.0,22.855,27.0,4.145
Data161,161.0,42.565,50.0,7.435
Data162,162.0,45.795,50.0,4.205
Data163,163.0,45.795,50.0,4.205
Data164,164.0,20.735,22.7,1.965
Data165,165.0,20.735,25.0,4.265
Data166,166.0,45.795,50.0,4.205
Data167,167.0,20.735,23.8,3.065
Data168,168.0,21.545,23.8,2.255
Data169,169.0,22.192,22.3,0.108
Data170,170.0,18.66,17.4,1.26
Data171,171.0,19.781,19.1,0.681
Data172,172.0,18.66,23.1,4.44
Data173,173.0,23.502,23.6,0.098
Data174,174.0,20.735,22.6,1.865
Data175,175.0,27.154,29.4,2.246
Data176,176.0,20.735,23.2,2.465
Data177,177.0,22.855,24.6,1.745
Data178,178.0,27.216,29.9,2.684
Data179,179.0,29.626,37.2,7.574
Data180,180.0,39.321,39.8,0.479
Data181,181.0,21.545,36.2,14.655
Data182,182.0,32.14,37.9,5.76
Data183,183.0,27.439,32.5,5.061
Data184,184.0,19.781,26.4,6.619
Data185,185.0,20.735,29.6,8.865
Data186,186.0,41.446,50.0,8.554
Data187,187.0,27.216,32.0,4.784
Data188,188.0,27.154,29.8,2.646
Data189,189.0,32.14,34.9,2.76
Data190,190.0,29.342,37.0,7.658
Data191,191.0,29.342,30.5,1.158
Data192,192.0,32.14,36.4,4.26
Data193,193.0,29.626,31.1,1.474
Data194,194.0,27.439,29.1,1.661
Data195,195.0,44.859,50.0,5.141
Data196,196.0,32.14,33.3,1.16
Data197,197.0,27.501,30.3,2.799
Data198,198.0,30.014,34.6,4.586
Data199,199.0,28.695,34.9,6.205
Data200,200.0,32.14,32.9,0.76
Data201,201.0,22.855,24.1,1.245
Data202,202.0,41.446,42.3,0.854
Data203,203.0,44.859,48.5,3.641
Data204,204.0,44.859,50.0,5.141
Data205,205.0,20.735,22.6,1.865
Data206,206.0,21.545,24.4,2.855
Data207,207.0,19.781,22.5,2.719
Data208,208.0,20.735,24.4,3.665
Data209,209.0,14.0,20.0,6.0
Data210,210.0,18.66,21.7,3.04
Data211,211.0,15.323,19.3,3.977
Data212,212.0,20.735,22.4,1.665
Data213,213.0,22.855,28.1,5.245
Data214,214.0,16.462,23.7,7.238
Data215,215.0,21.545,25.0,3.455
Data216,216.0,20.735,23.3,2.565
Data217,217.0,23.502,28.7,5.198
Data218,218.0,18.66,21.5,2.84
Data219,219.0,22.192,23.0,0.808
Data220,220.0,27.216,26.7,0.516
Data221,221.0,18.66,21.7,3.04
Data222,222.0,27.216,27.5,0.284
Data223,223.0,25.029,30.1,5.071
Data224,224.0,43.954,44.8,0.846
Data225,225.0,43.954,50.0,6.046
Data226,226.0,43.954,37.6,6.354
Data227,227.0,30.014,31.6,1.586
Data228,228.0,41.446,46.7,5.254
Data229,229.0,27.154,31.5,4.346
Data230,230.0,20.735,24.3,3.565
Data231,231.0,32.14,31.7,0.44
Data232,232.0,43.954,41.7,2.254
Data233,233.0,43.954,48.3,4.346
Data234,234.0,27.216,29.0,1.784
Data235,235.0,20.735,24.0,3.265
Data236,236.0,23.502,25.1,1.598
Data237,237.0,32.14,31.5,0.64
Data238,238.0,25.029,23.7,1.329
Data239,239.0,25.029,23.3,1.729
Data240,240.0,27.216,22.0,5.216
Data241,241.0,20.735,20.1,0.635
Data242,242.0,22.192,22.2,0.008
Data243,243.0,27.154,23.7,3.454
Data244,244.0,20.735,17.6,3.135
Data245,245.0,18.675,18.5,0.175
Data246,246.0,22.192,24.3,2.108
Data247,247.0,22.192,20.5,1.692
Data248,248.0,23.502,24.5,0.998
Data249,249.0,27.216,26.2,1.016
Data250,250.0,27.154,24.4,2.754
Data251,251.0,27.154,24.8,2.354
Data252,252.0,32.14,29.6,2.54
Data253,253.0,43.954,42.8,1.154
Data254,254.0,22.855,21.9,0.955
Data255,255.0,20.735,20.9,0.165
Data256,256.0,41.446,44.0,2.554
Data257,257.0,45.472,50.0,4.528
Data258,258.0,30.014,36.0,5.986
Data259,259.0,27.216,30.1,2.884
Data260,260.0,27.216,33.8,6.584
Data261,261.0,36.456,43.1,6.644
Data262,262.0,45.472,48.8,3.328
Data263,263.0,27.216,31.0,3.784
Data264,264.0,27.216,36.5,9.284
Data265,265.0,20.735,22.8,2.065
Data266,266.0,25.689,30.7,5.011
Data267,267.0,45.795,50.0,4.205
Data268,268.0,42.565,43.5,0.935
Data269,269.0,20.735,20.7,0.035
Data270,270.0,20.735,21.1,0.365
Data271,271.0,22.855,25.2,2.345
Data272,272.0,25.313,24.4,0.913
Data273,273.0,39.321,35.2,4.121
Data274,274.0,27.501,32.4,4.899
Data275,275.0,32.14,32.0,0.14
Data276,276.0,30.014,33.2,3.186
Data277,277.0,27.216,33.1,5.884
Data278,278.0,25.313,29.1,3.787
Data279,279.0,29.342,35.1,5.758
Data280,280.0,41.446,45.4,3.954
Data281,281.0,32.14,35.4,3.26
Data282,282.0,39.321,46.0,6.679
Data283,283.0,44.859,50.0,5.141
Data284,284.0,27.501,32.2,4.699
Data285,285.0,22.855,22.0,0.855
Data286,286.0,20.735,20.1,0.635
Data287,287.0,23.502,23.2,0.302
Data288,288.0,23.502,22.3,1.202
Data289,289.0,23.502,24.8,1.298
Data290,290.0,32.14,28.5,3.64
Data291,291.0,32.14,37.3,5.16
Data292,292.0,27.439,27.9,0.461
Data293,293.0,21.545,23.9,2.355
Data294,294.0,20.735,21.7,0.965
Data295,295.0,27.501,28.6,1.099
Data296,296.0,25.313,27.1,1.787
Data297,297.0,20.735,20.3,0.435
Data298,298.0,27.154,22.5,4.654
Data299,299.0,32.14,29.0,3.14
Data300,300.0,27.216,24.8,2.416
Data301,301.0,23.502,22.0,1.502
Data302,302.0,23.502,26.4,2.898
Data303,303.0,29.342,33.1,3.758
Data304,304.0,30.014,36.1,6.086
Data305,305.0,25.029,28.4,3.371
Data306,306.0,32.562,33.4,0.838
Data307,307.0,27.216,28.2,0.984
Data308,308.0,27.439,22.8,4.639
Data309,309.0,20.735,20.3,0.435
Data310,310.0,17.352,16.1,1.252
Data311,311.0,24.98,22.1,2.88
Data312,312.0,20.735,19.4,1.335
Data313,313.0,22.855,21.6,1.255
Data314,314.0,23.786,23.8,0.014
Data315,315.0,20.735,16.2,4.535
Data316,316.0,18.66,17.8,0.86
Data317,317.0,20.735,19.8,0.935
Data318,318.0,21.545,23.1,1.555
Data319,319.0,20.735,21.0,0.265
Data320,320.0,23.502,23.8,0.298
Data321,321.0,23.502,23.1,0.402
Data322,322.0,22.192,20.4,1.792
Data323,323.0,20.735,18.5,2.235
Data324,324.0,25.029,25.0,0.029
Data325,325.0,27.154,24.6,2.554
Data326,326.0,22.855,23.0,0.145
Data327,327.0,20.735,22.2,1.465
Data328,328.0,20.735,19.3,1.435
Data329,329.0,22.855,22.6,0.255
Data330,330.0,21.545,19.8,1.745
Data331,331.0,20.735,17.1,3.635
Data332,332.0,21.545,19.4,2.145
Data333,333.0,26.507,22.2,4.307
Data334,334.0,22.855,20.7,2.155
Data335,335.0,22.192,21.1,1.092
Data336,336.0,20.735,19.5,1.235
Data337,337.0,20.735,18.5,2.235
Data338,338.0,22.192,20.6,1.592
Data339,339.0,20.735,19.0,1.735
Data340,340.0,20.735,18.7,2.035
Data341,341.0,29.626,32.7,3.074
Data342,342.0,22.855,16.5,6.355
Data343,343.0,27.216,23.9,3.316
Data344,344.0,29.342,31.2,1.858
Data345,345.0,20.735,17.5,3.235
Data346,346.0,20.735,17.2,3.535
Data347,347.0,24.382,23.1,1.282
Data348,348.0,27.439,24.5,2.939
Data349,349.0,28.142,26.6,1.542
Data350,350.0,26.507,22.9,3.607
Data351,351.0,26.507,24.1,2.407
Data352,352.0,20.735,18.6,2.135
Data353,353.0,27.858,30.1,2.242
Data354,354.0,20.735,18.2,2.535
Data355,355.0,23.671,20.6,3.071
Data356,356.0,18.66,17.8,0.86
Data357,357.0,20.735,21.7,0.965
Data358,358.0,20.735,22.7,1.965
Data359,359.0,20.735,22.6,1.865
Data360,360.0,23.502,25.0,1.498
Data361,361.0,18.66,19.9,1.24
Data362,362.0,19.412,20.8,1.388
Data363,363.0,18.66,16.8,1.86
Data364,364.0,30.239,21.9,8.339
Data365,365.0,14.189,27.5,13.311
Data366,366.0,15.383,21.9,6.517
Data367,367.0,14.189,23.1,8.911
Data368,368.0,21.538,50.0,28.462
Data369,369.0,25.029,50.0,24.971
Data370,370.0,27.826,50.0,22.174
Data371,371.0,22.192,50.0,27.808
Data372,372.0,19.412,50.0,30.588
Data373,373.0,13.05,13.8,0.75
Data374,374.0,12.003,13.8,1.797
Data375,375.0,25.029,15.0,10.029
Data376,376.0,18.66,13.9,4.76
Data377,377.0,18.66,13.3,5.36
Data378,378.0,17.337,13.1,4.237
Data379,379.0,17.337,10.2,7.137
Data380,380.0,18.794,10.4,8.394
Data381,381.0,17.337,10.9,6.437
Data382,382.0,13.05,11.3,1.75
Data383,383.0,13.05,12.3,0.75
Data384,384.0,12.003,8.8,3.203
Data385,385.0,12.003,7.2,4.803
Data386,386.0,12.003,10.5,1.503
Data387,387.0,12.003,7.4,4.603
Data388,388.0,13.05,10.2,2.85
Data389,389.0,13.05,11.5,1.55
Data390,390.0,17.337,15.1,2.237
Data391,391.0,18.66,23.2,4.54
Data392,392.0,13.05,9.7,3.35
Data393,393.0,18.66,13.8,4.86
Data394,394.0,17.337,12.7,4.637
Data395,395.0,18.66,13.1,5.56
Data396,396.0,18.66,12.5,6.16
Data397,397.0,16.213,8.5,7.713
Data398,398.0,12.003,5.0,7.003
Data399,399.0,13.05,6.3,6.75
Data400,400.0,12.003,5.6,6.403
Data401,401.0,17.337,7.2,10.137
Data402,402.0,18.66,12.1,6.56
Data403,403.0,12.003,8.3,3.703
Data404,404.0,10.908,8.5,2.408
Data405,405.0,10.908,5.0,5.908
Data406,406.0,12.003,11.9,0.103
Data407,407.0,17.337,27.9,10.563
Data408,408.0,13.05,17.2,4.15
Data409,409.0,18.66,27.5,8.84
Data410,410.0,18.753,15.0,3.753
Data411,411.0,18.001,17.2,0.801
Data412,412.0,12.538,17.9,5.362
Data413,413.0,12.003,16.3,4.297
Data414,414.0,10.572,7.0,3.572
Data415,415.0,11.668,7.2,4.468
Data416,416.0,17.13,7.5,9.63
Data417,417.0,12.003,10.4,1.603
Data418,418.0,12.934,8.8,4.134
Data419,419.0,17.13,8.4,8.73
Data420,420.0,18.66,16.7,1.96
Data421,421.0,18.66,14.2,4.46
Data422,422.0,19.412,20.8,1.388
Data423,423.0,16.006,13.4,2.606
Data424,424.0,15.822,11.7,4.122
Data425,425.0,11.668,8.3,3.368
Data426,426.0,17.882,10.2,7.682
Data427,427.0,17.882,10.9,6.982
Data428,428.0,17.13,11.0,6.13
Data429,429.0,17.13,9.5,7.63
Data430,430.0,17.13,14.5,2.63
Data431,431.0,17.13,14.1,3.03
Data432,432.0,22.192,16.1,6.092
Data433,433.0,17.13,14.3,2.83
Data434,434.0,15.807,11.7,4.107
Data435,435.0,17.13,13.4,3.73
Data436,436.0,15.807,9.6,6.207
Data437,437.0,11.668,8.7,2.968
Data438,438.0,12.714,8.4,4.314
Data439,439.0,13.05,12.8,0.25
Data440,440.0,15.167,10.5,4.667
Data441,441.0,18.66,17.1,1.56
Data442,442.0,18.66,18.4,0.26
Data443,443.0,18.66,15.4,3.26
Data444,444.0,14.244,10.8,3.444
Data445,445.0,17.13,11.8,5.33
Data446,446.0,18.66,14.9,3.76
Data447,447.0,18.66,12.6,6.06
Data448,448.0,18.66,14.1,4.56
Data449,449.0,18.66,13.0,5.66
Data450,450.0,17.13,13.4,3.73
Data451,451.0,18.66,15.2,3.46
Data452,452.0,18.66,16.1,2.56
Data453,453.0,25.732,17.8,7.932
Data454,454.0,17.13,14.9,2.23
Data455,455.0,17.13,14.1,3.03
Data456,456.0,17.13,12.7,4.43
Data457,457.0,15.807,13.5,2.307
Data458,458.0,18.66,14.9,3.76
Data459,459.0,20.735,20.0,0.735
Data460,460.0,18.66,16.4,2.26
Data461,461.0,18.66,17.7,0.96
Data462,462.0,20.735,19.5,1.235
Data463,463.0,23.502,20.2,3.302
Data464,464.0,20.735,21.4,0.665
Data465,465.0,20.735,19.9,0.835
Data466,466.0,17.13,19.0,1.87
Data467,467.0,17.536,19.1,1.564
Data468,468.0,19.412,19.1,0.312
Data469,469.0,19.412,20.1,0.688
Data470,470.0,18.66,19.9,1.24
Data471,471.0,20.735,19.6,1.135
Data472,472.0,20.735,23.2,2.465
Data473,473.0,25.029,29.8,4.771
Data474,474.0,17.352,13.8,3.552
Data475,475.0,17.536,13.3,4.236
Data476,476.0,18.66,16.7,1.96
Data477,477.0,12.003,12.0,0.003
Data478,478.0,18.66,14.6,4.06
Data479,479.0,19.412,21.4,1.988
Data480,480.0,20.735,23.0,2.265
Data481,481.0,25.029,23.7,1.329
Data482,482.0,25.029,25.0,0.029
Data483,483.0,20.735,21.8,1.065
Data484,484.0,20.735,20.6,0.135
Data485,485.0,22.192,21.2,0.992
Data486,486.0,20.735,19.1,1.635
Data487,487.0,20.735,20.6,0.135
Data488,488.0,18.675,15.2,3.475
Data489,489.0,14.373,7.0,7.373
Data490,490.0,13.05,8.1,4.95
Data491,491.0,18.66,13.6,5.06
Data492,492.0,20.735,20.1,0.635
Data493,493.0,20.735,21.8,1.065
Data494,494.0,20.735,24.5,3.765
Data495,495.0,18.675,23.1,4.425
Data496,496.0,16.462,19.7,3.238
Data497,497.0,20.735,18.3,2.435
Data498,498.0,20.735,21.2,0.465
Data499,499.0,20.735,17.5,3.235
Data500,500.0,20.735,16.8,3.935
Data501,501.0,23.786,22.4,1.386
Data502,502.0,21.545,20.6,0.945
Data503,503.0,28.142,23.9,4.242
Data504,504.0,26.017,22.0,4.017
Data505,505.0,21.545,11.9,9.645
