,Num,Predicted Val,Actual Val,Bias
Data136,136.0,17.279,17.4,0.121
Data137,137.0,21.465,17.1,4.365
Data138,138.0,15.332,13.3,2.032
Data139,139.0,16.446,17.8,1.354
Data140,140.0,16.165,14.0,2.165
Data141,141.0,15.332,14.4,0.932
Data142,142.0,17.633,13.4,4.233
Data143,143.0,16.065,15.6,0.465
Data144,144.0,16.065,11.8,4.265
Data145,145.0,16.065,13.8,2.265
Data146,146.0,17.178,15.6,1.578
Data147,147.0,16.065,14.6,1.465
Data148,148.0,16.065,17.8,1.735
Data149,149.0,16.065,15.4,0.665
Data150,150.0,22.04,21.5,0.54
Data151,151.0,18.307,19.6,1.293
Data152,152.0,18.011,15.3,2.711
Data153,153.0,18.307,19.4,1.093
Data154,154.0,22.04,17.0,5.04
Data155,155.0,22.04,15.6,6.44
Data156,156.0,17.178,13.1,4.078
Data157,157.0,33.54,41.3,7.76
Data158,158.0,22.928,24.3,1.372
Data159,159.0,24.029,23.3,0.729
Data160,160.0,26.121,27.0,0.879
Data161,161.0,43.035,50.0,6.965
Data162,162.0,43.767,50.0,6.233
Data163,163.0,45.793,50.0,4.207
Data164,164.0,22.04,22.7,0.66
Data165,165.0,22.04,25.0,2.96
Data166,166.0,43.767,50.0,6.233
Data167,167.0,22.04,23.8,1.76
Data168,168.0,22.04,23.8,1.76
Data169,169.0,22.04,22.3,0.26
Data170,170.0,20.876,17.4,3.476
Data171,171.0,22.04,19.1,2.94
Data172,172.0,18.307,23.1,4.793
Data173,173.0,22.928,23.6,0.672
Data174,174.0,22.04,22.6,0.56
Data175,175.0,27.476,29.4,1.924
Data176,176.0,22.04,23.2,1.16
Data177,177.0,25.111,24.6,0.511
Data178,178.0,28.041,29.9,1.859
Data179,179.0,30.786,37.2,6.414
Data180,180.0,36.853,39.8,2.947
Data181,181.0,22.04,36.2,14.16
Data182,182.0,30.786,37.9,7.114
Data183,183.0,27.476,32.5,5.024
Data184,184.0,19.14,26.4,7.26
Data185,185.0,22.04,29.6,7.56
Data186,186.0,43.035,50.0,6.965
Data187,187.0,26.394,32.0,5.606
Data188,188.0,26.394,29.8,3.406
Data189,189.0,29.704,34.9,5.196
Data190,190.0,29.704,37.0,7.296
Data191,191.0,28.041,30.5,2.459
Data192,192.0,29.704,36.4,6.696
Data193,193.0,28.041,31.1,3.059
Data194,194.0,28.041,29.1,1.059
Data195,195.0,43.782,50.0,6.218
Data196,196.0,29.704,33.3,3.596
Data197,197.0,28.041,30.3,2.259
Data198,198.0,29.704,34.6,4.896
Data199,199.0,29.704,34.9,5.196
Data200,200.0,29.704,32.9,3.196
Data201,201.0,22.928,24.1,1.172
Data202,202.0,43.782,42.3,1.482
Data203,203.0,43.782,48.5,4.718
Data204,204.0,43.782,50.0,6.218
Data205,205.0,22.04,22.6,0.56
Data206,206.0,22.04,24.4,2.36
Data207,207.0,17.401,22.5,5.099
Data208,208.0,21.709,24.4,2.691
Data209,209.0,17.633,20.0,2.367
Data210,210.0,18.307,21.7,3.393
Data211,211.0,17.633,19.3,1.667
Data212,212.0,19.14,22.4,3.26
Data213,213.0,22.928,28.1,5.172
Data214,214.0,16.898,23.7,6.802
Data215,215.0,22.04,25.0,2.96
Data216,216.0,21.709,23.3,1.591
Data217,217.0,24.029,28.7,4.671
Data218,218.0,18.307,21.5,3.193
Data219,219.0,22.04,23.0,0.96
Data220,220.0,27.403,26.7,0.703
Data221,221.0,18.151,21.7,3.549
Data222,222.0,27.403,27.5,0.097
Data223,223.0,24.029,30.1,6.071
Data224,224.0,45.793,44.8,0.993
Data225,225.0,45.793,50.0,4.207
Data226,226.0,43.767,37.6,6.167
Data227,227.0,30.786,31.6,0.814
Data228,228.0,43.035,46.7,3.665
Data229,229.0,31.877,31.5,0.377
Data230,230.0,22.04,24.3,2.26
Data231,231.0,30.786,31.7,0.914
Data232,232.0,45.793,41.7,4.093
Data233,233.0,45.793,48.3,2.507
Data234,234.0,27.403,29.0,1.597
Data235,235.0,22.04,24.0,1.96
Data236,236.0,25.038,25.1,0.062
Data237,237.0,30.786,31.5,0.714
Data238,238.0,24.029,23.7,0.329
Data239,239.0,24.029,23.3,0.729
Data240,240.0,24.029,22.0,2.029
Data241,241.0,22.04,20.1,1.94
Data242,242.0,22.04,22.2,0.16
Data243,243.0,24.029,23.7,0.329
Data244,244.0,17.697,17.6,0.097
Data245,245.0,17.401,18.5,1.099
Data246,246.0,22.04,24.3,2.26
Data247,247.0,22.04,20.5,1.54
Data248,248.0,22.928,24.5,1.572
Data249,249.0,26.394,26.2,0.194
Data250,250.0,26.394,24.4,1.994
Data251,251.0,26.394,24.8,1.594
Data252,252.0,29.704,29.6,0.104
Data253,253.0,45.808,42.8,3.008
Data254,254.0,22.928,21.9,1.028
Data255,255.0,22.04,20.9,1.14
Data256,256.0,43.782,44.0,0.218
Data257,257.0,45.808,50.0,4.192
Data258,258.0,29.704,36.0,6.296
Data259,259.0,28.041,30.1,2.059
Data260,260.0,28.041,33.8,5.759
Data261,261.0,29.704,43.1,13.396
Data262,262.0,45.808,48.8,2.992
Data263,263.0,28.041,31.0,2.959
Data264,264.0,29.704,36.5,6.796
Data265,265.0,21.709,22.8,1.091
Data266,266.0,22.928,30.7,7.772
Data267,267.0,43.782,50.0,6.218
Data268,268.0,43.782,43.5,0.282
Data269,269.0,21.709,20.7,1.009
Data270,270.0,21.709,21.1,0.609
Data271,271.0,22.928,25.2,2.272
Data272,272.0,24.029,24.4,0.371
Data273,273.0,36.853,35.2,1.653
Data274,274.0,29.704,32.4,2.696
Data275,275.0,29.704,32.0,2.296
Data276,276.0,29.704,33.2,3.496
Data277,277.0,29.704,33.1,3.396
Data278,278.0,24.029,29.1,5.071
Data279,279.0,28.041,35.1,7.059
Data280,280.0,43.782,45.4,1.618
Data281,281.0,29.704,35.4,5.696
Data282,282.0,43.782,46.0,2.218
Data283,283.0,43.782,50.0,6.218
Data284,284.0,28.041,32.2,4.159
Data285,285.0,24.029,22.0,2.029
Data286,286.0,22.04,20.1,1.94
Data287,287.0,22.928,23.2,0.272
Data288,288.0,22.928,22.3,0.628
Data289,289.0,24.029,24.8,0.771
Data290,290.0,27.165,28.5,1.335
Data291,291.0,27.165,37.3,10.135
Data292,292.0,25.503,27.9,2.397
Data293,293.0,22.04,23.9,1.86
Data294,294.0,22.04,21.7,0.34
Data295,295.0,27.476,28.6,1.124
Data296,296.0,24.029,27.1,3.071
Data297,297.0,18.53,20.3,1.77
Data298,298.0,24.029,22.5,1.529
Data299,299.0,29.704,29.0,0.704
Data300,300.0,28.041,24.8,3.241
Data301,301.0,24.029,22.0,2.029
Data302,302.0,24.029,26.4,2.371
Data303,303.0,29.704,33.1,3.396
Data304,304.0,29.704,36.1,6.396
Data305,305.0,24.029,28.4,4.371
Data306,306.0,29.704,33.4,3.696
Data307,307.0,26.394,28.2,1.806
Data308,308.0,31.877,22.8,9.077
Data309,309.0,22.04,20.3,1.74
Data310,310.0,18.011,16.1,1.911
Data311,311.0,24.01,22.1,1.91
Data312,312.0,22.04,19.4,2.64
Data313,313.0,22.928,21.6,1.328
Data314,314.0,24.029,23.8,0.229
Data315,315.0,20.876,16.2,4.676
Data316,316.0,17.697,17.8,0.103
Data317,317.0,18.53,19.8,1.27
Data318,318.0,22.04,23.1,1.06
Data319,319.0,22.04,21.0,1.04
Data320,320.0,24.329,23.8,0.529
Data321,321.0,24.329,23.1,1.229
Data322,322.0,22.34,20.4,1.94
Data323,323.0,20.301,18.5,1.801
Data324,324.0,25.411,25.0,0.411
Data325,325.0,25.411,24.6,0.811
Data326,326.0,25.411,23.0,2.411
Data327,327.0,21.465,22.2,0.735
Data328,328.0,22.04,19.3,2.74
Data329,329.0,24.029,22.6,1.429
Data330,330.0,22.04,19.8,2.24
Data331,331.0,21.709,17.1,4.609
Data332,332.0,22.04,19.4,2.64
Data333,333.0,25.411,22.2,3.211
Data334,334.0,24.329,20.7,3.629
Data335,335.0,22.34,21.1,1.24
Data336,336.0,22.34,19.5,2.84
Data337,337.0,21.465,18.5,2.965
Data338,338.0,22.34,20.6,1.74
Data339,339.0,22.34,19.0,3.34
Data340,340.0,22.34,18.7,3.64
Data341,341.0,29.704,32.7,2.996
Data342,342.0,24.029,16.5,7.529
Data343,343.0,26.394,23.9,2.494
Data344,344.0,29.704,31.2,1.496
Data345,345.0,22.04,17.5,4.54
Data346,346.0,22.04,17.2,4.84
Data347,347.0,26.394,23.1,3.294
Data348,348.0,26.394,24.5,1.894
Data349,349.0,28.041,26.6,1.441
Data350,350.0,26.394,22.9,3.494
Data351,351.0,26.394,24.1,2.294
Data352,352.0,22.04,18.6,3.44
Data353,353.0,28.041,30.1,2.059
Data354,354.0,21.866,18.2,3.666
Data355,355.0,22.754,20.6,2.154
Data356,356.0,19.005,17.8,1.205
Data357,357.0,25.154,21.7,3.454
Data358,358.0,22.417,22.7,0.283
Data359,359.0,20.274,22.6,2.326
Data360,360.0,24.251,25.0,0.749
Data361,361.0,20.274,19.9,0.374
Data362,362.0,17.358,20.8,3.442
Data363,363.0,19.501,16.8,2.701
Data364,364.0,31.615,21.9,9.715
Data365,365.0,18.234,27.5,9.266
Data366,366.0,17.358,21.9,4.542
Data367,367.0,16.218,23.1,6.882
Data368,368.0,34.771,50.0,15.229
Data369,369.0,32.809,50.0,17.191
Data370,370.0,33.462,50.0,16.538
Data371,371.0,23.886,50.0,26.114
Data372,372.0,22.417,50.0,27.583
Data373,373.0,15.512,13.8,1.712
Data374,374.0,15.512,13.8,1.712
Data375,375.0,23.376,15.0,8.376
Data376,376.0,13.824,13.9,0.076
Data377,377.0,19.477,13.3,6.177
Data378,378.0,13.824,13.1,0.724
Data379,379.0,13.824,10.2,3.624
Data380,380.0,16.74,10.4,6.34
Data381,381.0,15.576,10.9,4.676
Data382,382.0,13.824,11.3,2.524
Data383,383.0,13.824,12.3,1.524
Data384,384.0,13.824,8.8,5.024
Data385,385.0,13.824,7.2,6.624
Data386,386.0,13.824,10.5,3.324
Data387,387.0,13.824,7.4,6.424
Data388,388.0,13.824,10.2,3.624
Data389,389.0,13.824,11.5,2.324
Data390,390.0,13.824,15.1,1.276
Data391,391.0,13.824,23.2,9.376
Data392,392.0,13.824,9.7,4.124
Data393,393.0,18.027,13.8,4.227
Data394,394.0,13.824,12.7,1.124
Data395,395.0,16.74,13.1,3.64
Data396,396.0,15.576,12.5,3.076
Data397,397.0,13.824,8.5,5.324
Data398,398.0,13.824,5.0,8.824
Data399,399.0,13.824,6.3,7.524
Data400,400.0,13.824,5.6,8.224
Data401,401.0,13.824,7.2,6.624
Data402,402.0,15.576,12.1,3.476
Data403,403.0,13.824,8.3,5.524
Data404,404.0,13.824,8.5,5.324
Data405,405.0,13.824,5.0,8.824
Data406,406.0,13.824,11.9,1.924
Data407,407.0,19.11,27.9,8.79
Data408,408.0,13.824,17.2,3.376
Data409,409.0,17.846,27.5,9.654
Data410,410.0,20.274,15.0,5.274
Data411,411.0,16.682,17.2,0.518
Data412,412.0,14.931,17.9,2.969
Data413,413.0,13.824,16.3,2.476
Data414,414.0,13.824,7.0,6.824
Data415,415.0,14.931,7.2,7.731
Data416,416.0,13.729,7.5,6.229
Data417,417.0,13.729,10.4,3.329
Data418,418.0,13.824,8.8,5.024
Data419,419.0,15.481,8.4,7.081
Data420,420.0,18.027,16.7,1.327
Data421,421.0,16.863,14.2,2.663
Data422,422.0,15.016,20.8,5.784
Data423,423.0,13.729,13.4,0.329
Data424,424.0,14.562,11.7,2.862
Data425,425.0,13.729,8.3,5.429
Data426,426.0,15.849,10.2,5.649
Data427,427.0,20.274,10.9,9.374
Data428,428.0,13.729,11.0,2.729
Data429,429.0,13.729,9.5,4.229
Data430,430.0,15.481,14.5,0.981
Data431,431.0,16.645,14.1,2.545
Data432,432.0,17.932,16.1,1.832
Data433,433.0,17.932,14.3,3.632
Data434,434.0,17.932,11.7,6.232
Data435,435.0,13.729,13.4,0.329
Data436,436.0,16.645,9.6,7.045
Data437,437.0,13.729,8.7,5.029
Data438,438.0,13.729,8.4,5.329
Data439,439.0,13.824,12.8,1.024
Data440,440.0,13.824,10.5,3.324
Data441,441.0,15.576,17.1,1.524
Data442,442.0,15.576,18.4,2.824
Data443,443.0,16.74,15.4,1.34
Data444,444.0,13.729,10.8,2.929
Data445,445.0,13.729,11.8,1.929
Data446,446.0,15.576,14.9,0.676
Data447,447.0,16.74,12.6,4.14
Data448,448.0,15.576,14.1,1.476
Data449,449.0,15.481,13.0,2.481
Data450,450.0,16.645,13.4,3.245
Data451,451.0,16.74,15.2,1.54
Data452,452.0,15.576,16.1,0.524
Data453,453.0,19.842,17.8,2.042
Data454,454.0,16.645,14.9,1.745
Data455,455.0,16.645,14.1,2.545
Data456,456.0,13.729,12.7,1.029
Data457,457.0,14.562,13.5,1.062
Data458,458.0,17.932,14.9,3.032
Data459,459.0,20.274,20.0,0.274
Data460,460.0,16.645,16.4,0.245
Data461,461.0,20.274,17.7,2.574
Data462,462.0,20.274,19.5,0.774
Data463,463.0,21.161,20.2,0.961
Data464,464.0,20.274,21.4,1.126
Data465,465.0,18.191,19.9,1.709
Data466,466.0,14.562,19.0,4.438
Data467,467.0,13.824,19.1,5.276
Data468,468.0,14.657,19.1,4.443
Data469,469.0,18.191,20.1,1.909
Data470,470.0,17.696,19.9,2.204
Data471,471.0,20.274,19.6,0.674
Data472,472.0,20.274,23.2,2.926
Data473,473.0,23.376,29.8,6.424
Data474,474.0,13.824,13.8,0.024
Data475,475.0,13.729,13.3,0.429
Data476,476.0,16.74,16.7,0.04
Data477,477.0,13.824,12.0,1.824
Data478,478.0,15.576,14.6,0.976
Data479,479.0,20.274,21.4,1.126
Data480,480.0,20.274,23.0,2.726
Data481,481.0,24.251,23.7,0.551
Data482,482.0,25.899,25.0,0.899
Data483,483.0,20.274,21.8,1.526
Data484,484.0,19.943,20.6,0.657
Data485,485.0,20.274,21.2,0.926
Data486,486.0,20.274,19.1,1.174
Data487,487.0,20.274,20.6,0.326
Data488,488.0,15.549,15.2,0.349
Data489,489.0,14.435,7.0,7.435
Data490,490.0,14.435,8.1,6.335
Data491,491.0,15.549,13.6,1.949
Data492,492.0,21.388,20.1,1.288
Data493,493.0,21.134,21.8,0.666
Data494,494.0,21.134,24.5,3.366
Data495,495.0,18.967,23.1,4.133
Data496,496.0,17.02,19.7,2.68
Data497,497.0,20.301,18.3,2.001
Data498,498.0,21.465,21.2,0.265
Data499,499.0,17.733,17.5,0.233
Data500,500.0,20.301,16.8,3.501
Data501,501.0,24.329,22.4,1.929
Data502,502.0,22.34,20.6,1.74
Data503,503.0,28.721,23.9,4.821
Data504,504.0,25.976,22.0,3.976
Data505,505.0,22.34,11.9,10.44
